Arquivo gerado automaticamente - Dados do forno - LAFAC USP 
 
 
chave 	 Data e horario completo  	t_0 		s1 	s2 	s3 	s4 	s5 	s6	experimento
27	2015-09-18 14:00:19.295000	1442595619.3	21.5238	299.7313	344.8905	215.386	374.9334	455.7885	None	
28	2015-09-18 14:00:24.205000	1442595624.2	21.5238	300.0783	344.8905	215.184	374.9334	455.7885	None	
29	2015-09-18 14:00:29.114000	1442595629.11	21.5238	300.0783	344.8905	215.386	374.9334	455.7885	None	
30	2015-09-18 14:00:34.023000	1442595634.02	21.5238	300.0783	344.8905	215.386	374.9334	455.7885	None	
31	2015-09-18 14:00:38.921000	1442595638.92	21.5238	300.0783	344.8905	215.386	374.9334	455.7885	None	
32	2015-09-18 14:00:44.304000	1442595644.3	21.5238	299.7313	344.8905	215.386	374.9334	455.7885	None	
33	2015-09-18 14:00:49.224000	1442595649.22	21.5238	299.7313	344.8905	215.386	374.9334	455.7885	None	
34	2015-09-18 14:00:54.134000	1442595654.13	21.5238	300.4253	344.8905	215.386	374.9334	455.7885	None	
35	2015-09-18 14:00:59.048000	1442595659.05	21.5238	300.0783	344.8905	215.386	374.9334	455.7885	None	
36	2015-09-18 14:01:03.948000	1442595663.95	21.5238	300.0783	344.8905	215.386	374.9334	455.7885	None	
37	2015-09-18 14:01:09.301000	1442595669.3	21.5238	299.7313	344.8905	215.386	374.9334	455.7885	None	
38	2015-09-18 14:01:14.201000	1442595674.2	21.5238	299.3843	344.5496	215.386	374.9334	455.7885	None	
39	2015-09-18 14:01:19.111000	1442595679.11	21.5238	300.0783	344.8905	215.386	374.9334	455.7885	None	
40	2015-09-18 14:01:24.014000	1442595684.01	21.5238	300.7723	344.8905	215.386	374.9334	455.7885	None	
41	2015-09-18 14:01:28.885000	1442595688.88	21.5238	299.7313	344.8905	215.386	374.9334	455.7885	None	
42	2015-09-18 14:01:34.201000	1442595694.2	21.5238	300.0783	344.8905	215.386	374.9334	455.7885	None	
43	2015-09-18 14:01:39.096000	1442595699.1	21.9163	300.0783	344.8905	215.386	374.9334	455.7885	None	
44	2015-09-18 14:01:44.001000	1442595703.99	21.5238	299.7313	344.8905	215.386	374.9334	455.7885	None	
45	2015-09-18 14:01:49.342000	1442595709.33	21.5238	300.0783	344.8905	215.386	374.5612	455.7885	None	
46	2015-09-18 14:01:54.244000	1442595714.23	21.5238	300.0783	344.8905	215.386	374.9334	455.7885	None	
47	2015-09-18 14:01:59.150000	1442595719.15	21.5238	299.7313	344.8905	215.386	374.9334	455.7885	None	
48	2015-09-18 14:02:04.040000	1442595724.04	21.5238	300.0783	344.8905	215.386	374.9334	455.7885	None	
49	2015-09-18 14:02:08.949000	1442595728.95	21.5238	300.0783	344.8905	215.386	374.9334	455.7885	None	
50	2015-09-18 14:02:14.289000	1442595734.29	21.5238	300.0783	344.8905	215.386	374.9334	455.7885	None	
51	2015-09-18 14:02:19.190000	1442595739.19	21.5238	300.0783	344.8905	215.386	374.9334	455.7885	None	
52	2015-09-18 14:02:24.092000	1442595744.09	21.5238	300.0783	344.8905	215.386	374.9334	455.7885	None	
53	2015-09-18 14:02:28.984000	1442595748.98	21.5238	300.0783	344.8905	215.386	374.9334	455.7885	None	
54	2015-09-18 14:02:34.324000	1442595754.32	21.5238	300.0783	344.8905	215.386	374.9334	455.7885	None	
55	2015-09-18 14:02:39.199000	1442595759.2	21.5238	300.0783	344.8905	215.386	374.9334	455.7885	None	
56	2015-09-18 14:02:44.124000	1442595764.12	21.5238	300.0783	344.8905	215.386	374.9334	455.7885	None	
57	2015-09-18 14:02:49.009000	1442595769.0	21.9163	300.0783	344.8905	215.386	374.9334	455.7885	None	
58	2015-09-18 14:02:54.359000	1442595774.36	21.5238	300.0783	344.8905	215.386	374.9334	455.7885	None	
59	2015-09-18 14:02:59.289000	1442595779.28	21.5238	299.7313	344.8905	215.386	374.9334	455.7885	None	
60	2015-09-18 14:03:04.186000	1442595784.19	21.9163	299.7313	344.8905	215.386	374.9334	455.7885	None	
61	2015-09-18 14:03:09.078000	1442595789.08	21.5238	299.7313	344.8905	215.386	374.9334	455.7885	None	
62	2015-09-18 14:03:14.037000	1442595794.04	21.5238	300.0783	344.8905	215.386	374.9334	455.7885	None	
63	2015-09-18 14:03:19.387000	1442595799.39	21.5238	300.0783	344.8905	215.386	374.9334	455.7885	None	
64	2015-09-18 14:03:24.294000	1442595804.29	21.5238	300.0783	344.8905	215.386	374.9334	455.7885	None	
65	2015-09-18 14:03:29.195000	1442595809.19	21.5238	299.7313	344.8905	215.386	374.9334	455.7885	None	
66	2015-09-18 14:03:34.115000	1442595814.11	21.5238	299.7313	344.8905	215.386	374.9334	455.7885	None	
67	2015-09-18 14:03:39.032000	1442595819.03	21.5238	300.4253	344.8905	215.386	374.9334	455.7885	None	
68	2015-09-18 14:03:44.371000	1442595824.37	21.5238	300.0783	344.8905	215.386	374.9334	455.7885	None	
69	2015-09-18 14:03:49.276000	1442595829.28	21.5238	300.0783	344.8905	215.386	374.9334	455.7885	None	
70	2015-09-18 14:03:54.196000	1442595834.2	21.5238	300.0783	344.8905	215.386	374.9334	455.7885	None	
71	2015-09-18 14:03:59.232000	1442595839.23	21.5238	300.0783	344.8905	215.386	374.9334	455.7885	None	
72	2015-09-18 14:04:04.135000	1442595844.13	21.5238	300.0783	344.8905	215.386	374.9334	455.7885	None	
73	2015-09-18 14:04:09.037000	1442595849.04	21.5238	299.7313	344.8905	215.386	374.9334	455.7885	None	
74	2015-09-18 14:04:14.364000	1442595854.36	21.5238	300.0783	344.8905	215.386	374.9334	455.7885	None	
75	2015-09-18 14:04:19.273000	1442595859.27	21.5238	300.0783	344.8905	215.386	374.9334	455.7885	None	
76	2015-09-18 14:04:24.162000	1442595864.16	21.5238	300.0783	344.8905	215.386	374.9334	455.7885	None	
77	2015-09-18 14:04:29.052000	1442595869.05	21.5238	299.3843	344.8905	215.386	374.9334	455.7885	None	
78	2015-09-18 14:04:34.391000	1442595874.39	21.5238	299.7313	344.8905	215.386	374.9334	455.7885	None	
79	2015-09-18 14:04:39.301000	1442595879.3	21.5238	300.0783	344.8905	215.386	374.9334	455.7885	None	
80	2015-09-18 14:04:44.258000	1442595884.26	21.5238	300.0783	344.8905	215.386	374.9334	455.7885	None	
81	2015-09-18 14:14:47.266000	1442596487.27	21.5238	300.0783	344.8905	215.386	374.9334	455.7885	None	
82	2015-09-18 14:20:26.745000	1.23	1.23	1.23	1.23	1.23	1.23	1.23	aaabbb	
83	2015-09-18 14:20:45.645000	1.23	1.23	1.23	1.23	1.23	1.23	1.23	aaabbb	
84	2015-09-18 14:36:53.012000	1442597813.01	21.5238	300.0783	-3.8502	215.386	374.9334	455.7885	gustavo	
85	2015-09-18 14:37:00.142000	1442597820.14	21.5238	300.0783	-3.8502	215.386	374.9334	455.7885	gustavo	
86	2015-09-18 14:37:05.469000	1442597825.47	21.5238	299.7313	-3.8502	215.386	374.9334	455.7885	gustavo	
87	2015-09-18 14:37:10.049000	1442597830.05	21.5238	299.7313	-3.8502	215.386	374.9334	455.7885	gustavo	
88	2015-09-18 14:37:15.374000	1442597835.37	21.5238	300.0783	-3.8502	215.386	374.9334	455.7885	gustavo	
89	2015-09-18 14:37:20.265000	1442597840.27	21.5238	300.0783	-3.8502	215.386	374.9334	455.7885	gustavo	
90	2015-09-18 14:37:25.182000	1442597845.18	21.5238	299.7313	-3.8502	215.386	374.9334	455.7885	gustavo	
91	2015-09-18 14:37:30.076000	1442597850.08	21.1313	299.7313	-3.8502	215.386	374.9334	455.7885	gustavo	
92	2015-09-18 14:37:35.439000	1442597855.44	21.5238	300.0783	-3.8502	215.386	374.9334	455.7885	gustavo	
93	2015-09-18 14:37:40.350000	1442597860.35	21.5238	300.0783	-3.8502	215.386	374.9334	455.7885	gustavo	
94	2015-09-18 14:37:45.248000	1442597865.25	21.5238	299.7313	-3.8502	215.386	374.9334	455.7885	gustavo	
95	2015-09-18 14:37:50.143000	1442597870.14	21.5238	299.7313	-3.8502	215.386	374.9334	455.7885	gustavo	
96	2015-09-18 14:37:55.043000	1442597875.04	21.5238	299.7313	-3.8502	215.386	374.9334	455.7885	gustavo	
97	2015-09-18 14:38:00.187000	1442597880.19	21.5238	300.0783	-3.8502	215.386	374.9334	455.7885	gustavo	
98	2015-09-18 14:38:05.082000	1442597885.08	21.5238	300.0783	-3.8502	215.184	374.9334	455.7885	gustavo	
99	2015-09-18 14:38:10.406000	1442597890.41	21.5238	300.0783	-3.8502	215.386	374.9334	455.7885	gustavo	
100	2015-09-18 14:38:15.294000	1442597895.29	21.5238	300.0783	-3.8502	215.386	374.9334	455.7885	gustavo	
101	2015-09-18 14:38:20.201000	1442597900.2	21.5238	300.0783	-3.8502	215.386	374.9334	455.7885	gustavo	
102	2015-09-18 14:38:25.081000	1442597905.08	21.5238	300.4253	-3.8502	215.386	374.9334	455.3336	gustavo	
103	2015-09-18 14:38:30.438000	1442597910.44	21.5238	299.7313	-3.8502	215.386	374.9334	455.7885	gustavo	
104	2015-09-18 14:38:35.341000	1442597915.34	21.5238	300.0783	-3.8502	215.386	374.9334	455.7885	gustavo	
105	2015-09-18 14:38:40.251000	1442597920.25	21.5238	300.0783	-3.8502	215.386	374.9334	455.7885	gustavo	
106	2015-09-18 14:38:45.201000	1442597925.19	21.5238	300.0783	-3.8502	215.386	374.9334	455.7885	gustavo	
107	2015-09-18 14:38:50.528000	1442597930.52	21.5238	300.0783	-3.8502	215.386	374.9334	455.7885	gustavo	
108	2015-09-18 14:38:55.408000	1442597935.41	21.5238	299.7313	-3.8502	215.386	374.9334	455.7885	gustavo	
109	2015-09-18 14:39:00.299000	1442597940.29	21.5238	299.7313	-3.8502	215.386	374.9334	455.7885	gustavo	
110	2015-09-18 14:39:05.193000	1442597945.18	21.5238	300.0783	-3.8502	215.386	374.9334	455.7885	gustavo	
111	2015-09-18 14:39:10.100000	1442597950.1	21.5238	299.7313	-3.8502	215.386	374.9334	455.7885	gustavo	
112	2015-09-18 14:39:15.450000	1442597955.45	21.5238	299.7313	-3.8502	215.386	374.9334	455.7885	gustavo	
113	2015-09-18 14:39:20.381000	1442597960.38	21.5238	299.7313	-3.8502	215.386	374.9334	455.7885	gustavo	
114	2015-09-18 14:39:25.326000	1442597965.33	21.5238	299.7313	-3.8502	215.386	374.9334	455.7885	gustavo	
115	2015-09-18 14:39:30.214000	1442597970.21	21.5238	300.0783	-3.8502	215.386	374.9334	455.7885	gustavo	
116	2015-09-18 14:39:35.544000	1442597975.54	21.5238	300.0783	-3.8502	215.386	374.9334	455.7885	gustavo	
117	2015-09-18 14:39:40.450000	1442597980.45	21.5238	299.7313	-3.8502	215.386	374.9334	455.7885	None	
118	2015-09-18 14:39:44.040000	1442597984.04	21.5238	300.0783	-3.8502	215.386	374.9334	455.7885	None	
119	2015-09-18 14:39:45.437000	1442597985.44	21.5238	300.0783	-3.8502	215.386	374.9334	455.7885	None	
120	2015-09-18 14:39:50.353000	1442597990.35	21.5238	299.7313	-3.8502	215.386	374.9334	455.7885	None	
121	2015-09-18 14:39:55.283000	1442597995.28	21.5238	300.0783	-3.8502	215.386	374.9334	455.7885	None	
122	2015-09-18 14:40:00.199000	1442598000.2	21.5238	300.0783	-3.8502	215.386	374.9334	455.7885	None	
123	2015-09-18 14:40:05.545000	1442598005.55	21.5238	300.0783	-3.8502	215.386	374.9334	455.7885	None	
124	2015-09-20 23:14:26.214000	1442801666.21	21.5238	300.0783	-3.8502	215.386	374.9334	455.7885	None	
125	2015-09-20 23:14:31.085000	1442801671.09	21.5238	300.0783	-3.8502	215.386	374.9334	455.7885	None	
126	2015-09-20 23:14:34.230000	1442801674.23	21.5238	299.7313	-3.8502	215.386	374.9334	455.7885	None	
127	2015-09-20 23:14:36.935000	1442801676.93	21.1313	300.4253	-3.8502	215.386	374.9334	455.7885	None	
128	2015-09-20 23:14:40.057000	1442801680.06	21.1313	299.7313	-3.8502	215.386	374.9334	455.7885	None	
129	2015-09-20 23:14:43.200000	1442801683.2	21.5238	299.7313	-3.8502	215.386	374.9334	455.7885	None	
130	2015-09-20 23:14:46.354000	1442801686.35	21.5238	300.0783	-3.8502	215.386	374.9334	455.7885	None	
131	2015-09-20 23:14:49.058000	1442801689.06	21.5238	300.0783	-3.8502	215.386	374.9334	455.7885	None	
132	2015-09-20 23:14:52.210000	1442801692.21	21.5238	299.7313	-3.8502	215.386	374.9334	455.7885	None	
133	2015-09-20 23:14:55.359000	1442801695.36	21.5238	300.0783	-3.8502	215.386	374.9334	455.7885	None	
134	2015-09-20 23:14:58.076000	1442801698.08	21.5238	352.1283	-3.8502	184.48	374.9334	455.7885	None	
135	2015-09-20 23:15:01.229000	1442801701.23	21.1313	352.1283	-3.8502	128.324	374.9334	455.7885	None	
136	2015-09-20 23:15:04.374000	1442801704.37	21.5238	352.1283	-3.8502	91.358	374.9334	455.7885	None	
137	2015-09-20 23:15:07.073000	1442801707.07	21.5238	351.7813	-3.8502	8.74	374.9334	455.7885	None	
138	2015-09-20 23:15:10.212000	1442801710.21	21.9163	352.1283	-3.8502	8.74	374.9334	455.7885	None	
139	2015-09-20 23:15:13.350000	1442801713.35	21.1313	352.1283	-3.8502	8.74	374.9334	455.7885	None	
140	2015-09-20 23:15:16.053000	1442801716.05	21.5238	352.1283	-3.8502	144.888	374.9334	455.7885	None	
141	2015-09-20 23:15:19.188000	1442801719.19	21.1313	352.1283	-3.8502	215.386	374.9334	455.7885	None	
142	2015-09-20 23:15:22.319000	1442801722.32	21.5238	352.1283	-3.8502	215.386	374.9334	455.7885	None	
143	2015-09-20 23:15:25.047000	1442801725.05	21.5238	352.1283	-3.8502	215.386	374.9334	455.7885	None	
144	2015-09-20 23:15:28.189000	1442801728.19	21.1313	186.6093	-3.8502	189.53	374.9334	455.7885	None	
145	2015-09-20 23:15:31.341000	1442801731.34	-9.0912	187.9973	-3.8502	127.112	374.9334	455.7885	None	
146	2015-09-20 23:15:34.066000	1442801734.06	330.4213	187.6503	-3.8502	127.112	374.9334	455.7885	None	
147	2015-09-20 23:15:37.210000	1442801737.2	283.7138	187.6503	-3.8502	127.112	218.2372	455.7885	None	
148	2015-09-20 23:15:40.349000	1442801740.34	283.7138	187.3033	-3.8502	127.112	216.3762	455.7885	None	
149	2015-09-20 23:15:43.071000	1442801743.07	283.7138	187.6503	76.9431	127.112	212.282	455.7885	None	
150	2015-09-20 23:15:46.220000	1442801746.21	283.3213	187.3033	144.7822	127.314	213.0264	455.7885	None	
151	2015-09-20 23:15:49.004000	1442801749.0	283.7138	187.6503	144.4413	127.314	213.3986	455.7885	None	
152	2015-09-20 23:15:52.228000	1442801752.23	283.3213	187.6503	144.4413	127.112	213.7708	455.7885	None	
153	2015-09-20 23:15:55.371000	1442801755.37	283.7138	186.9563	144.4413	127.314	213.7708	455.7885	None	
154	2015-09-20 23:15:58.103000	1442801758.1	283.7138	187.6503	144.4413	127.516	213.3986	455.7885	None	
155	2015-09-20 23:16:01.242000	1442801761.24	283.3213	187.6503	144.7822	127.112	213.3986	455.7885	None	
156	2015-09-20 23:16:04.392000	1442801764.39	283.7138	187.6503	144.4413	127.112	213.3986	455.7885	None	
157	2015-09-20 23:16:07.118000	1442801767.12	283.7138	187.9973	143.7595	127.112	213.3986	455.7885	None	
158	2015-09-20 23:16:10.267000	1442801770.27	283.3213	187.6503	144.7822	127.112	213.3986	455.7885	None	
159	2015-09-20 23:16:13.416000	1442801773.42	283.3213	187.6503	144.7822	127.112	213.3986	455.7885	None	
160	2015-09-20 23:16:16.129000	1442801776.13	283.7138	187.6503	143.7595	127.112	213.3986	455.7885	None	
161	2015-09-20 23:16:19.284000	1442801779.28	283.7138	187.6503	145.464	127.314	214.143	455.7885	None	
162	2015-09-20 23:16:22.003000	1442801782.0	283.7138	187.3033	145.1231	127.314	213.7708	455.7885	None	
163	2015-09-20 23:16:25.160000	1442801785.15	283.7138	187.9973	144.7822	127.112	213.3986	455.7885	None	
164	2015-09-20 23:16:28.296000	1442801788.3	283.3213	187.6503	144.7822	127.112	213.3986	455.7885	None	
165	2015-09-20 23:16:31.078000	1442801791.08	283.7138	187.6503	144.7822	127.112	213.3986	455.7885	None	
166	2015-09-20 23:16:34.250000	1442801794.25	283.7138	187.6503	144.4413	127.112	213.3986	455.7885	None	
167	2015-09-20 23:16:37.394000	1442801797.38	283.3213	187.6503	144.7822	127.112	213.7708	455.7885	None	
168	2015-09-20 23:16:40.173000	1442801800.17	283.7138	187.9973	143.0777	127.112	213.3986	455.7885	None	
169	2015-09-20 23:16:43.421000	1442801803.42	283.7138	187.6503	144.7822	127.112	213.7708	455.7885	None	
170	2015-09-20 23:16:46.144000	1442801806.14	283.7138	187.6503	144.1004	127.112	213.3986	455.7885	None	
171	2015-09-20 23:16:49.341000	1442801809.34	283.7138	187.6503	144.7822	127.112	213.3986	455.3336	None	
172	2015-09-20 23:16:52.043000	1442801812.04	283.7138	187.9973	144.4413	127.112	213.3986	455.7885	None	
173	2015-09-20 23:16:55.258000	1442801815.25	283.7138	187.9973	144.4413	126.91	213.3986	455.7885	None	
174	2015-09-20 23:16:58.401000	1442801818.4	283.7138	187.9973	144.1004	126.91	212.6542	455.7885	None	
175	2015-09-20 23:17:01.107000	1442801821.11	283.7138	188.3443	144.4413	127.314	213.0264	455.7885	None	
176	2015-09-20 23:17:04.325000	1442801824.33	283.7138	186.9563	144.7822	127.314	213.7708	455.7885	None	
177	2015-09-20 23:17:07.027000	1442801827.03	283.7138	187.6503	144.7822	127.112	213.3986	455.7885	None	
178	2015-09-20 23:17:10.167000	1442801830.17	283.3213	187.3033	144.4413	126.708	213.3986	455.7885	None	
179	2015-09-20 23:17:13.290000	1442801833.29	283.3213	187.6503	144.4413	127.112	213.7708	455.7885	teste1234	
180	2015-09-20 23:17:16.432000	1442801836.43	283.3213	187.3033	144.7822	127.112	213.0264	455.7885	teste1234	
181	2015-09-20 23:17:19.136000	1442801839.14	283.3213	187.9973	145.8049	127.314	213.3986	455.7885	teste1234	
182	2015-09-20 23:17:22.276000	1442801842.28	283.7138	187.9973	144.4413	127.112	213.3986	455.7885	teste1234	
183	2015-09-20 23:17:25.424000	1442801845.42	283.7138	187.9973	145.464	127.112	213.0264	455.7885	teste1234	
184	2015-09-20 23:17:28.150000	1442801848.15	283.7138	187.6503	144.7822	126.91	213.3986	455.7885	teste1234	
185	2015-09-20 23:17:31.293000	1442801851.29	283.7138	187.6503	144.7822	127.314	213.7708	455.7885	teste1234	
186	2015-09-20 23:17:34.444000	1442801854.44	283.7138	187.9973	144.7822	127.112	213.3986	455.7885	teste1234	
187	2015-09-20 23:17:37.149000	1442801857.15	283.7138	188.3443	144.4413	127.112	213.3986	455.7885	teste1234	
188	2015-09-20 23:29:11.078000	1442802551.08	283.7138	187.6503	144.7822	127.112	213.7708	455.7885	None	
189	2015-09-20 23:29:15.961000	1442802555.96	282.9288	187.6503	145.464	127.112	213.3986	455.7885	None	
190	2015-09-20 23:29:21.294000	1442802561.29	283.3213	187.6503	144.7822	127.112	213.7708	455.7885	aabbbccc123	
191	2015-09-20 23:29:26.234000	1442802566.23	283.3213	187.9973	144.4413	127.112	213.7708	455.7885	aabbbccc123	
192	2015-09-20 23:29:31.125000	1442802571.12	283.3213	187.6503	144.7822	127.112	213.7708	455.7885	aabbbccc123	
193	2015-09-20 23:29:36.009000	1442802576.01	283.7138	187.3033	144.4413	127.112	213.3986	455.7885	aabbbccc123	
194	2015-09-20 23:29:41.318000	1442802581.32	283.7138	187.6503	144.4413	127.314	213.3986	455.7885	aabbbccc123	
195	2015-09-20 23:29:46.214000	1442802586.21	283.3213	187.6503	144.7822	127.112	213.3986	455.7885	aabbbccc123	
196	2015-09-20 23:29:51.104000	1442802591.1	283.3213	187.6503	144.7822	127.112	213.3986	455.7885	aabbbccc123	
197	2015-09-20 23:31:25.963000	1442802685.96	283.7138	187.9973	144.7822	127.112	213.3986	455.3336	None	
198	2015-09-20 23:31:30.852000	1442802690.85	283.7138	187.6503	144.4413	127.314	213.3986	455.3336	None	
199	2015-09-20 23:31:35.744000	1442802695.74	282.5363	187.9973	144.7822	126.91	213.7708	455.7885	aaabbb123	
200	2015-09-20 23:31:40.637000	1442802700.64	283.3213	187.6503	144.1004	127.112	213.0264	455.3336	aaabbb123	
201	2015-09-20 23:31:45.962000	1442802705.96	283.7138	187.6503	144.7822	127.314	213.3986	455.7885	aaabbb123	
202	2015-09-20 23:31:50.874000	1442802710.87	283.7138	187.9973	144.4413	127.112	213.3986	455.7885	aaabbb123	
203	2015-09-20 23:31:55.845000	1442802715.84	283.7138	187.6503	144.4413	127.516	213.3986	455.7885	aaabbb123	
204	2015-09-20 23:32:00.732000	1442802720.73	283.7138	187.6503	144.4413	127.112	213.3986	455.7885	aaabbb123	
205	2015-09-20 23:32:05.638000	1442802725.64	283.7138	187.6503	144.4413	127.112	213.3986	455.7885	aaabbb123	
206	2015-09-20 23:32:10.963000	1442802730.96	283.3213	187.6503	144.4413	127.314	213.3986	455.7885	aaabbb123	
207	2015-09-20 23:32:15.857000	1442802735.86	284.1063	187.3033	144.4413	127.112	213.3986	455.7885	aaabbb123	
208	2015-09-20 23:32:20.758000	1442802740.76	283.7138	187.6503	144.7822	127.314	213.7708	455.7885	aaabbb123	
209	2015-09-20 23:32:25.674000	1442802745.67	283.7138	187.6503	143.4186	127.314	213.3986	455.7885	aaabbb123	
210	2015-09-20 23:32:31.026000	1442802751.03	283.7138	186.6093	144.1004	127.314	213.0264	455.7885	aaabbb123	
211	2015-09-20 23:32:35.921000	1442802755.92	283.3213	187.6503	144.7822	127.112	213.3986	455.7885	aaabbb123	
212	2015-09-20 23:32:40.844000	1442802760.84	283.3213	187.9973	144.7822	127.112	213.3986	455.7885	aaabbb123	
213	2015-09-20 23:32:45.829000	1442802765.83	283.3213	187.6503	144.7822	127.314	213.3986	455.7885	aaabbb123	
214	2015-09-20 23:32:50.700000	1442802770.7	284.1063	187.6503	144.7822	127.314	213.7708	455.7885	aaabbb123	
215	2015-09-20 23:32:56.050000	1442802776.04	283.7138	187.6503	145.464	127.112	214.143	455.7885	aaabbb123	
216	2015-09-20 23:33:00.928000	1442802780.93	283.3213	187.9973	144.4413	127.112	213.3986	455.7885	aaabbb123	
217	2015-09-20 23:33:05.901000	1442802785.89	283.7138	187.6503	144.4413	127.314	213.3986	455.3336	aaabbb123	
218	2015-09-20 23:33:10.829000	1442802790.82	283.7138	186.9563	144.7822	127.314	213.3986	455.7885	aaabbb123	
219	2015-09-20 23:33:15.751000	1442802795.74	283.7138	187.9973	143.4186	127.314	212.6542	455.7885	aaabbb123	
220	2015-09-20 23:33:21.085000	1442802801.08	283.7138	187.6503	145.464	127.112	213.3986	455.7885	aaabbb123	
221	2015-09-20 23:33:26.004000	1442802805.99	283.7138	187.6503	144.7822	127.112	213.3986	455.3336	aaabbb123	
222	2015-09-20 23:33:30.899000	1442802810.9	283.7138	187.9973	144.4413	127.112	213.3986	455.7885	aaabbb123	
223	2015-09-20 23:33:35.834000	1442802815.83	283.7138	187.6503	144.1004	127.112	213.3986	455.7885	aaabbb123	
224	2015-09-20 23:33:40.722000	1442802820.71	283.7138	187.6503	144.4413	127.112	213.3986	455.7885	aaabbb123	
225	2015-09-20 23:33:46.073000	1442802826.06	283.7138	187.3033	144.7822	127.314	213.3986	455.7885	aaabbb123	
226	2015-09-20 23:33:50.985000	1442802830.98	283.3213	187.9973	273.3015	127.112	213.3986	455.7885	aaabbb123	
227	2015-09-20 23:33:55.879000	1442802835.88	283.3213	187.9973	272.9606	127.112	213.3986	455.7885	aaabbb123	
228	2015-09-20 23:34:00.774000	1442802840.77	283.7138	187.6503	273.3015	127.112	49.6306	455.7885	aaabbb123	
229	2015-09-20 23:34:05.681000	1442802845.68	283.7138	187.9973	273.3015	127.112	49.6306	455.7885	aaabbb123	
230	2015-09-20 23:34:11.026000	1442802851.03	283.7138	187.9973	273.3015	127.112	49.6306	455.7885	aaabbb123	
231	2015-09-20 23:34:15.955000	1442802855.95	283.7138	187.6503	273.6424	127.112	49.6306	455.7885	aaabbb123	
232	2015-09-20 23:34:20.952000	1442802860.95	283.7138	187.6503	273.3015	127.112	49.6306	455.7885	aaabbb123	
233	2015-09-20 23:34:25.883000	1442802865.88	283.7138	187.6503	273.3015	127.112	49.6306	455.7885	aaabbb123	
234	2015-09-20 23:34:30.826000	1442802870.82	283.7138	187.6503	273.3015	127.112	49.2584	455.7885	None	
235	2015-09-20 23:34:35.723000	1442802875.72	283.7138	187.6503	273.3015	127.112	49.6306	455.7885	None	
