Arquivo gerado automaticamente - Dados do forno - LAFAC USP 
 
 
chave 	 Data e horario completo  	t_0 		s1 	s2 	s3 	s4 	s5 	s6	experimento
1827	2015-09-22 20:11:26.330000	1442963486.33	274.2938	85.9793	273.3015	73.582	166.8736	274.7383	teste_dados	
1828	2015-09-22 20:11:31.435000	1442963491.43	274.6863	85.9793	272.6197	73.178	166.8736	274.2834	teste_dados	
1829	2015-09-22 20:11:36.097000	1442963496.1	274.6863	86.3263	273.3015	73.38	166.8736	274.7383	teste_dados	
1830	2015-09-22 20:11:41.184000	1442963501.17	274.6863	85.9793	273.3015	73.582	166.8736	274.7383	teste_dados	
1831	2015-09-22 20:11:46.284000	1442963506.28	274.2938	85.2853	272.9606	73.582	167.2458	274.7383	teste_dados	
1832	2015-09-22 20:11:51.367000	1442963511.37	274.2938	85.9793	272.9606	73.38	166.8736	274.7383	teste_dados	
1833	2015-09-22 20:11:56.527000	1442963516.53	274.2938	85.6323	273.9833	73.582	166.8736	274.7383	teste_dados	
1834	2015-09-22 20:12:01.160000	1442963521.16	274.6863	85.9793	272.9606	73.582	167.2458	275.1932	teste_dados	
1835	2015-09-22 20:12:06.355000	1442963526.36	274.6863	85.6323	272.6197	73.582	166.8736	275.1932	teste_dados	
1836	2015-09-22 20:12:11.457000	1442963531.46	274.6863	85.9793	273.3015	73.582	167.2458	274.2834	teste_dados	
1837	2015-09-22 20:12:16.087000	1442963536.09	274.2938	85.9793	272.9606	73.582	167.9902	274.7383	teste_dados	
1838	2015-09-22 20:12:21.176000	1442963541.18	274.2938	86.3263	273.3015	73.582	166.8736	274.7383	teste_dados	
1839	2015-09-22 20:12:26.269000	1442963546.27	274.6863	86.3263	272.9606	73.784	166.5014	274.2834	teste_dados	
1840	2015-09-22 20:12:31.369000	1442963551.37	274.2938	85.9793	272.9606	73.582	166.8736	274.2834	teste_dados	
1841	2015-09-22 20:12:36.475000	1442963556.47	274.2938	85.9793	273.3015	73.582	166.8736	274.2834	teste_dados	
1842	2015-09-22 20:12:41.154000	1442963561.15	274.6863	85.9793	273.3015	74.188	166.5014	275.1932	teste_dados	
1843	2015-09-22 20:12:46.234000	1442963566.23	274.2938	85.6323	273.9833	73.582	166.8736	274.7383	teste_dados	
1844	2015-09-22 20:12:51.364000	1442963571.36	274.6863	85.9793	273.3015	73.582	166.5014	274.7383	teste_dados	
1845	2015-09-22 20:12:56.464000	1442963576.46	275.0788	86.6733	273.3015	73.784	166.8736	274.7383	teste_dados	
1846	2015-09-22 20:13:01.105000	1442963581.11	274.6863	85.9793	272.9606	73.582	166.1292	274.7383	teste_dados	
1847	2015-09-22 20:13:06.228000	1442963586.23	274.2938	85.6323	273.3015	73.582	166.5014	275.1932	teste_dados	
1848	2015-09-22 20:13:11.376000	1442963591.38	274.2938	86.6733	272.9606	73.784	166.8736	274.2834	teste_dados	
1849	2015-09-22 20:13:16.464000	1442963596.46	274.6863	85.9793	273.6424	73.582	166.1292	274.7383	teste_dados	
1850	2015-09-22 20:13:21.122000	1442963601.12	274.2938	85.2853	273.3015	73.38	166.8736	274.7383	teste_dados	
1851	2015-09-22 20:13:26.228000	1442963606.23	274.6863	84.9383	272.9606	73.38	167.2458	274.7383	teste_dados	
1852	2015-09-22 20:13:31.328000	1442963611.32	274.2938	85.6323	272.9606	73.582	166.8736	274.2834	teste_dados	
1853	2015-09-22 20:13:36.411000	1442963616.41	274.6863	85.9793	272.9606	73.582	166.8736	274.7383	teste_dados	
1854	2015-09-22 20:13:41.529000	1442963621.53	274.2938	85.6323	271.597	73.582	167.2458	274.2834	teste_dados	
1855	2015-09-22 20:13:46.327000	1442963626.33	274.6863	85.2853	272.6197	73.38	166.5014	275.1932	teste_dados	
1856	2015-09-22 20:13:51.429000	1442963631.43	273.9013	86.6733	273.3015	73.582	166.8736	274.2834	teste_dados	
1857	2015-09-22 20:13:56.518000	1442963636.52	274.2938	85.6323	273.3015	73.582	167.2458	274.2834	teste_dados	
1858	2015-09-22 20:14:01.198000	1442963641.2	274.2938	86.6733	273.3015	73.582	166.8736	274.7383	teste_dados	
1859	2015-09-22 20:14:06.320000	1442963646.32	274.6863	85.6323	272.6197	73.38	167.2458	274.2834	teste_dados	
1860	2015-09-22 20:14:11.426000	1442963651.43	274.2938	85.6323	272.9606	73.582	166.8736	274.7383	teste_dados	
1861	2015-09-22 20:14:16.556000	1442963656.56	274.2938	85.9793	272.9606	73.582	166.8736	274.7383	teste_dados	
1862	2015-09-22 20:14:21.222000	1442963661.22	274.2938	85.9793	273.3015	73.582	166.8736	274.7383	teste_dados	
1863	2015-09-22 20:14:26.361000	1442963666.36	274.6863	86.6733	273.3015	73.38	166.8736	274.2834	teste_dados	
1864	2015-09-22 20:14:31.491000	1442963671.49	274.6863	85.6323	273.6424	73.784	166.8736	274.2834	teste_dados	
1865	2015-09-22 20:14:36.142000	1442963676.14	274.2938	85.6323	273.3015	73.582	166.8736	273.8285	teste_dados	
1866	2015-09-22 20:14:41.242000	1442963681.24	274.6863	85.9793	273.3015	73.582	166.8736	274.2834	teste_dados	
1867	2015-09-22 20:14:46.367000	1442963686.37	274.6863	85.9793	272.2788	73.582	167.2458	274.2834	teste_dados	
1868	2015-09-22 20:14:51.487000	1442963691.49	274.6863	86.3263	273.3015	73.582	166.8736	274.2834	teste_dados	
1869	2015-09-22 20:14:56.167000	1442963696.17	274.2938	85.9793	273.6424	73.38	167.2458	274.2834	teste_dados	
1870	2015-09-22 20:15:01.276000	1442963701.28	274.2938	85.6323	273.3015	73.582	166.8736	274.7383	teste_dados	
1871	2015-09-22 20:15:06.380000	1442963706.38	274.2938	85.2853	272.9606	73.582	167.2458	274.2834	teste_dados	
1872	2015-09-22 20:15:11.499000	1442963711.5	274.6863	85.6323	274.3242	73.582	166.8736	274.7383	teste_dados	
1873	2015-09-22 20:15:16.607000	1442963716.61	274.6863	85.9793	274.3242	73.582	166.8736	274.7383	teste_dados	
1874	2015-09-22 20:15:21.357000	1442963721.36	274.2938	85.6323	273.3015	73.582	166.8736	274.7383	teste_dados	
1875	2015-09-22 20:15:26.477000	1442963726.48	275.0788	85.9793	272.9606	73.582	166.8736	274.2834	teste_dados	
1876	2015-09-22 20:15:31.140000	1442963731.14	273.5088	86.6733	273.3015	73.784	166.8736	274.7383	teste_dados	
1877	2015-09-22 20:15:36.294000	1442963736.29	274.2938	85.2853	272.9606	73.38	166.8736	273.8285	teste_dados	
1878	2015-09-22 20:15:41.417000	1442963741.42	274.6863	85.9793	272.9606	73.582	166.5014	275.1932	teste_dados	
1879	2015-09-22 20:15:46.547000	1442963746.55	274.6863	85.9793	273.9833	73.582	166.1292	274.2834	teste_dados	
1880	2015-09-22 20:15:51.237000	1442963751.24	274.6863	85.6323	272.9606	73.582	166.8736	274.2834	teste_dados	
1881	2015-09-22 20:15:56.320000	1442963756.32	274.2938	85.9793	272.9606	73.582	166.8736	274.7383	teste_dados	
1882	2015-09-22 20:16:01.443000	1442963761.44	274.6863	85.6323	272.9606	73.582	167.9902	274.7383	teste_dados	
1883	2015-09-22 20:16:06.600000	1442963766.59	274.6863	86.3263	272.9606	73.38	166.5014	274.7383	teste_dados	
1884	2015-09-22 20:16:11.290000	1442963771.29	274.6863	85.9793	272.9606	73.582	166.8736	274.2834	teste_dados	
1885	2015-09-22 20:16:16.422000	1442963776.41	273.9013	85.6323	272.9606	73.582	166.8736	274.2834	teste_dados	
1886	2015-09-22 20:16:21.561000	1442963781.56	273.9013	85.2853	273.3015	73.582	166.8736	274.7383	teste_dados	
1887	2015-09-22 20:16:26.281000	1442963786.28	274.6863	85.6323	272.9606	73.582	166.8736	274.7383	teste_dados	
1888	2015-09-22 20:16:31.400000	1442963791.4	274.2938	85.6323	273.3015	73.582	167.2458	274.7383	teste_dados	
1889	2015-09-22 20:16:36.543000	1442963796.54	274.6863	85.9793	272.9606	73.582	166.8736	274.2834	teste_dados	
1890	2015-09-22 20:16:41.213000	1442963801.21	273.9013	85.6323	272.9606	73.582	166.8736	274.7383	teste_dados	
1891	2015-09-22 20:16:46.353000	1442963806.35	274.2938	85.6323	273.3015	73.582	166.8736	274.2834	teste_dados	
1892	2015-09-22 20:16:51.493000	1442963811.49	274.6863	85.6323	273.3015	73.582	165.757	274.7383	teste_dados	
1893	2015-09-22 20:16:56.611000	1442963816.61	274.6863	85.9793	272.9606	73.582	167.2458	274.2834	teste_dados	
1894	2015-09-22 20:17:01.301000	1442963821.3	274.2938	86.3263	272.9606	73.582	166.8736	274.7383	teste_dados	
1895	2015-09-22 20:17:06.412000	1442963826.41	274.6863	85.9793	272.9606	73.582	167.2458	274.7383	teste_dados	
1896	2015-09-22 20:17:11.252000	1442963831.25	274.2938	85.9793	273.3015	73.582	167.9902	274.7383	teste_dados	
1897	2015-09-22 20:17:16.397000	1442963836.4	274.6863	86.3263	272.9606	73.582	167.2458	274.2834	teste_dados	
1898	2015-09-22 20:17:21.521000	1442963841.52	274.6863	85.6323	273.3015	73.38	166.8736	274.7383	teste_dados	
1899	2015-09-22 20:17:26.651000	1442963846.65	274.2938	85.6323	273.3015	73.582	166.8736	274.2834	teste_dados	
1900	2015-09-22 20:17:31.350000	1442963851.35	274.6863	85.6323	273.3015	73.784	166.8736	274.2834	teste_dados	
1901	2015-09-22 20:17:36.454000	1442963856.45	274.2938	85.9793	273.3015	73.582	166.8736	274.7383	teste_dados	
1902	2015-09-22 20:17:41.634000	1442963861.63	274.2938	85.6323	273.3015	73.784	166.8736	273.8285	teste_dados	
1903	2015-09-22 20:17:46.350000	1442963866.35	274.2938	85.9793	272.9606	73.178	166.8736	274.7383	teste_dados	
1904	2015-09-22 20:17:51.520000	1442963871.52	274.2938	85.9793	272.9606	73.582	167.2458	274.2834	teste_dados	
1905	2015-09-22 20:17:56.682000	1442963876.68	274.6863	85.6323	273.3015	73.582	167.618	275.1932	teste_dados	
1906	2015-09-22 20:18:01.349000	1442963881.35	274.2938	85.9793	273.6424	73.582	166.5014	274.7383	teste_dados	
1907	2015-09-22 20:18:06.500000	1442963886.5	274.2938	85.2853	272.9606	73.582	167.2458	274.7383	teste_dados	
1908	2015-09-22 20:18:11.677000	1442963891.68	274.2938	85.9793	272.6197	73.582	166.8736	274.7383	teste_dados	
1909	2015-09-22 20:18:16.393000	1442963896.39	274.6863	85.9793	273.3015	73.784	166.8736	274.2834	teste_dados	
1910	2015-09-22 20:18:21.557000	1442963901.56	274.2938	85.6323	273.3015	73.582	166.8736	274.7383	teste_dados	
1911	2015-09-22 20:18:26.294000	1442963906.29	274.6863	85.9793	273.3015	73.784	166.8736	274.2834	teste_dados	
1912	2015-09-22 20:18:31.450000	1442963911.45	274.2938	85.6323	272.9606	73.582	166.8736	274.2834	teste_dados	
1913	2015-09-22 20:18:36.610000	1442963916.61	274.2938	85.9793	272.9606	73.986	167.2458	274.7383	teste_dados	
1914	2015-09-22 20:18:41.356000	1442963921.36	274.2938	85.6323	273.6424	73.582	166.8736	274.2834	teste_dados	
1915	2015-09-22 20:18:46.487000	1442963926.49	274.6863	86.3263	273.3015	73.582	166.8736	273.8285	teste_dados	
1916	2015-09-22 20:18:51.622000	1442963931.62	274.6863	85.9793	273.3015	73.582	166.8736	274.2834	teste_dados	
1917	2015-09-22 20:18:56.329000	1442963936.33	274.2938	85.9793	272.9606	73.582	166.8736	274.2834	teste_dados	
1918	2015-09-22 20:19:01.470000	1442963941.46	274.2938	85.9793	273.3015	73.582	166.8736	274.2834	teste_dados	
1919	2015-09-22 20:19:06.622000	1442963946.62	274.6863	85.9793	272.6197	73.582	167.618	273.8285	teste_dados	
1920	2015-09-22 20:19:11.328000	1442963951.33	274.2938	85.9793	273.6424	73.784	165.757	274.2834	teste_dados	
1921	2015-09-22 20:19:16.468000	1442963956.47	274.6863	85.6323	272.2788	73.582	166.8736	274.7383	teste_dados	
1922	2015-09-22 20:19:21.618000	1442963961.62	274.2938	86.3263	272.9606	73.986	166.8736	274.7383	teste_dados	
1923	2015-09-22 20:19:26.332000	1442963966.33	274.6863	85.9793	273.3015	73.582	166.8736	274.7383	teste_dados	
1924	2015-09-22 20:19:31.492000	1442963971.49	274.2938	85.6323	273.3015	73.582	166.8736	274.7383	teste_dados	
1925	2015-09-22 20:19:36.640000	1442963976.64	274.6863	85.6323	272.2788	73.784	166.8736	274.7383	teste_dados	
1926	2015-09-22 20:19:41.400000	1442963981.4	274.2938	85.2853	273.3015	73.38	166.8736	274.7383	teste_dados	
1927	2015-09-22 20:19:46.589000	1442963986.59	274.6863	85.9793	273.3015	73.582	166.8736	274.2834	teste_dados	
1928	2015-09-22 20:19:51.289000	1442963991.29	274.6863	85.6323	273.3015	73.582	166.8736	274.2834	teste_dados	
1929	2015-09-22 20:19:56.463000	1442963996.46	274.2938	86.6733	273.3015	73.784	166.8736	274.7383	teste_dados	
1930	2015-09-22 20:20:01.627000	1442964001.63	274.6863	86.6733	272.9606	73.986	166.5014	274.7383	teste_dados	
1931	2015-09-22 20:20:06.323000	1442964006.32	275.0788	85.9793	273.3015	73.582	166.8736	274.7383	teste_dados	
1932	2015-09-22 20:20:11.462000	1442964011.46	274.2938	85.9793	273.3015	73.582	167.2458	274.2834	teste_dados	
1933	2015-09-22 20:20:16.635000	1442964016.62	274.6863	86.3263	272.6197	73.784	167.2458	275.1932	teste_dados	
1934	2015-09-22 20:20:21.365000	1442964021.37	274.2938	85.9793	272.9606	73.582	166.8736	274.7383	teste_dados	
1935	2015-09-22 20:20:26.526000	1442964026.53	275.0788	86.3263	273.3015	73.784	166.8736	274.7383	teste_dados	
1936	2015-09-22 20:20:31.693000	1442964031.69	274.2938	86.6733	272.9606	73.582	166.8736	274.2834	teste_dados	
1937	2015-09-22 20:20:36.434000	1442964036.42	274.6863	85.9793	272.9606	73.38	166.8736	274.2834	teste_dados	
1938	2015-09-22 20:20:41.583000	1442964041.58	274.2938	86.3263	272.9606	73.784	167.2458	275.1932	teste_dados	
1939	2015-09-22 20:20:46.740000	1442964046.74	274.6863	85.6323	273.3015	73.582	166.8736	274.7383	teste_dados	
1940	2015-09-22 20:20:51.463000	1442964051.46	274.2938	85.6323	274.6651	73.582	167.2458	274.2834	teste_dados	
1941	2015-09-22 20:20:56.617000	1442964056.62	274.2938	85.9793	274.3242	73.582	166.8736	274.7383	teste_dados	
1942	2015-09-22 20:21:01.352000	1442964061.35	273.9013	85.6323	273.3015	73.582	166.5014	274.7383	teste_dados	
1943	2015-09-22 20:21:06.606000	1442964066.61	274.2938	85.9793	272.9606	73.582	167.2458	274.2834	teste_dados	
1944	2015-09-22 20:21:11.413000	1442964071.41	274.2938	85.6323	273.3015	73.38	166.8736	274.7383	teste_dados	
1945	2015-09-22 20:21:16.642000	1442964076.64	274.6863	85.6323	272.9606	73.38	166.8736	275.1932	teste_dados	
1946	2015-09-22 20:21:21.402000	1442964081.4	274.6863	85.6323	273.3015	73.582	166.8736	274.2834	teste_dados	
1947	2015-09-22 20:21:26.567000	1442964086.57	273.9013	85.6323	272.9606	73.582	166.8736	274.2834	teste_dados	
1948	2015-09-22 20:21:31.714000	1442964091.71	274.2938	86.6733	273.3015	73.582	166.8736	274.7383	teste_dados	
1949	2015-09-22 20:21:36.438000	1442964096.44	274.6863	85.6323	273.3015	73.986	166.8736	274.2834	teste_dados	
1950	2015-09-22 20:21:41.664000	1442964101.66	274.6863	84.9383	273.3015	73.38	167.2458	274.2834	teste_dados	
1951	2015-09-22 20:21:46.421000	1442964106.42	274.6863	85.9793	273.3015	73.582	166.8736	274.2834	teste_dados	
1952	2015-09-22 20:21:51.610000	1442964111.61	274.2938	85.6323	272.6197	73.784	167.2458	273.8285	teste_dados	
1953	2015-09-22 20:21:56.805000	1442964116.81	274.2938	85.9793	272.9606	73.582	166.8736	274.7383	teste_dados	
1954	2015-09-22 20:22:01.554000	1442964121.55	274.2938	85.6323	273.3015	73.582	166.8736	274.2834	teste_dados	
1955	2015-09-22 20:22:06.830000	1442964126.83	274.6863	85.9793	273.3015	73.582	166.8736	274.2834	teste_dados	
1956	2015-09-22 20:22:11.606000	1442964131.61	274.6863	85.9793	272.6197	73.582	167.618	274.7383	teste_dados	
1957	2015-09-22 20:22:16.775000	1442964136.78	274.2938	85.9793	273.3015	73.38	166.5014	274.7383	teste_dados	
1958	2015-09-22 20:22:21.635000	1442964141.63	274.6863	85.9793	272.9606	73.582	166.8736	274.7383	teste_dados	
1959	2015-09-22 20:22:26.400000	1442964146.4	274.2938	85.6323	273.3015	73.582	166.8736	274.7383	teste_dados	
1960	2015-09-22 20:22:31.583000	1442964151.58	274.2938	85.9793	272.6197	73.582	167.2458	274.2834	teste_dados	
1961	2015-09-22 20:22:36.383000	1442964156.38	274.2938	85.6323	273.3015	73.582	166.8736	274.2834	teste_dados	
1962	2015-09-22 20:22:41.609000	1442964161.61	274.6863	85.9793	273.3015	73.38	167.2458	274.2834	teste_dados	
1963	2015-09-22 20:22:46.798000	1442964166.8	274.6863	85.6323	273.3015	73.582	166.8736	274.7383	teste_dados	
1964	2015-09-22 20:22:51.557000	1442964171.56	274.6863	85.6323	272.9606	73.582	167.618	273.8285	teste_dados	
1965	2015-09-22 20:22:56.765000	1442964176.77	274.6863	85.9793	272.9606	73.582	166.8736	274.2834	teste_dados	
1966	2015-09-22 20:23:01.464000	1442964181.46	274.6863	85.6323	272.9606	73.582	167.2458	274.2834	teste_dados	
1967	2015-09-22 20:23:06.698000	1442964186.7	274.6863	85.9793	273.3015	73.582	166.8736	274.2834	teste_dados	
1968	2015-09-22 20:23:11.448000	1442964191.45	273.5088	85.6323	273.3015	73.582	166.8736	274.2834	teste_dados	
1969	2015-09-22 20:23:16.638000	1442964196.64	274.2938	85.6323	273.3015	73.582	166.8736	274.2834	teste_dados	
1970	2015-09-22 20:23:21.848000	1442964201.85	274.2938	85.6323	273.3015	73.582	166.8736	274.7383	teste_dados	
1971	2015-09-22 20:23:26.684000	1442964206.68	274.2938	85.6323	272.9606	73.38	166.5014	274.2834	teste_dados	
1972	2015-09-22 20:23:31.441000	1442964211.44	274.2938	85.9793	273.3015	73.582	166.8736	274.7383	teste_dados	
1973	2015-09-22 20:23:36.624000	1442964216.62	274.6863	85.6323	273.3015	73.582	166.8736	274.2834	teste_dados	
1974	2015-09-22 20:23:41.438000	1442964221.44	274.6863	85.9793	273.3015	73.582	166.8736	274.2834	teste_dados	
1975	2015-09-22 20:23:46.683000	1442964226.68	274.6863	85.9793	272.9606	73.38	166.8736	274.7383	teste_dados	
1976	2015-09-22 20:23:51.880000	1442964231.87	274.6863	85.9793	272.6197	73.582	167.618	274.2834	teste_dados	
1977	2015-09-22 20:23:56.630000	1442964236.63	274.2938	85.2853	273.3015	73.38	166.8736	274.7383	teste_dados	
1978	2015-09-22 20:24:01.830000	1442964241.83	274.6863	84.9383	272.9606	74.188	167.2458	274.2834	teste_dados	
1979	2015-09-22 20:24:06.582000	1442964246.58	274.6863	85.9793	273.9833	73.582	166.5014	274.7383	teste_dados	
1980	2015-09-22 20:24:11.794000	1442964251.79	274.6863	85.6323	272.6197	73.582	167.2458	274.2834	teste_dados	
1981	2015-09-22 20:24:16.575000	1442964256.58	274.6863	85.9793	273.3015	73.582	166.8736	274.7383	teste_dados	
1982	2015-09-22 20:24:21.792000	1442964261.79	274.2938	85.9793	272.9606	73.38	167.2458	274.2834	teste_dados	
1983	2015-09-22 20:24:26.558000	1442964266.56	274.6863	85.9793	272.9606	73.582	166.8736	274.2834	teste_dados	
1984	2015-09-22 20:24:31.882000	1442964271.88	274.2938	85.9793	272.9606	73.582	166.8736	274.7383	teste_dados	
1985	2015-09-22 20:24:36.612000	1442964276.61	274.6863	85.6323	272.9606	73.582	166.8736	274.2834	teste_dados	
1986	2015-09-22 20:24:41.802000	1442964281.8	274.2938	85.6323	272.6197	73.582	166.8736	274.2834	teste_dados	
1987	2015-09-22 20:24:46.642000	1442964286.64	274.6863	85.9793	273.3015	73.582	166.8736	274.2834	teste_dados	
1988	2015-09-22 20:24:51.851000	1442964291.85	274.6863	85.9793	272.2788	73.582	166.8736	274.2834	teste_dados	
1989	2015-09-22 20:24:56.599000	1442964296.6	274.6863	85.6323	271.9379	73.582	166.8736	274.7383	teste_dados	
1990	2015-09-22 20:25:01.842000	1442964301.84	274.6863	85.9793	272.9606	73.582	166.8736	274.7383	teste_dados	
1991	2015-09-22 20:25:06.595000	1442964306.6	274.6863	85.9793	273.6424	73.784	166.1292	274.2834	teste_dados	
1992	2015-09-22 20:25:11.821000	1442964311.81	274.2938	85.9793	272.6197	73.582	167.618	274.2834	teste_dados	
1993	2015-09-22 20:25:16.581000	1442964316.58	274.2938	85.9793	273.3015	73.582	166.8736	274.7383	teste_dados	
1994	2015-09-22 20:25:21.778000	1442964321.78	274.2938	85.9793	273.3015	73.582	166.8736	274.7383	teste_dados	
1995	2015-09-22 20:25:26.535000	1442964326.54	274.6863	86.6733	272.6197	74.188	167.2458	274.7383	teste_dados	
1996	2015-09-22 20:25:31.725000	1442964331.72	274.6863	85.9793	273.6424	73.582	166.5014	274.2834	teste_dados	
1997	2015-09-22 20:25:36.930000	1442964336.93	274.2938	85.9793	273.3015	73.784	166.8736	274.2834	teste_dados	
1998	2015-09-22 20:25:41.681000	1442964341.67	274.2938	85.9793	273.6424	73.582	166.8736	274.2834	teste_dados	
1999	2015-09-22 20:25:46.885000	1442964346.88	274.6863	85.9793	273.3015	73.582	166.8736	274.2834	teste_dados	
2000	2015-09-22 20:25:51.665000	1442964351.66	274.2938	85.9793	273.6424	73.582	166.5014	274.7383	teste_dados	
2001	2015-09-22 20:25:56.882000	1442964356.88	274.2938	85.9793	273.6424	73.582	166.5014	274.7383	teste_dados	
2002	2015-09-22 20:26:01.652000	1442964361.65	274.6863	85.9793	271.9379	73.582	166.8736	274.7383	teste_dados	
2003	2015-09-22 20:26:06.931000	1442964366.93	274.2938	85.9793	273.6424	73.38	166.8736	274.2834	teste_dados	
2004	2015-09-22 20:26:11.696000	1442964371.7	274.2938	85.6323	273.3015	73.582	166.8736	274.7383	teste_dados	
2005	2015-09-22 20:26:16.893000	1442964376.89	274.2938	85.6323	273.3015	73.986	166.5014	274.2834	teste_dados	
2006	2015-09-22 20:26:21.663000	1442964381.66	273.9013	85.9793	273.3015	73.784	166.8736	274.7383	teste_dados	
2007	2015-09-22 20:26:26.885000	1442964386.88	274.2938	85.9793	273.3015	73.582	166.8736	274.2834	teste_dados	
2008	2015-09-22 20:26:31.658000	1442964391.66	274.2938	85.6323	273.3015	73.582	166.8736	274.7383	teste_dados	
2009	2015-09-22 20:26:36.858000	1442964396.86	274.2938	86.3263	273.3015	73.582	166.8736	274.7383	teste_dados	
2010	2015-09-22 20:26:41.632000	1442964401.63	274.2938	85.9793	273.6424	73.582	166.5014	274.7383	teste_dados	
2011	2015-09-22 20:26:46.848000	1442964406.85	274.2938	87.0203	273.3015	73.986	166.8736	274.2834	teste_dados	
2012	2015-09-22 20:26:51.638000	1442964411.64	274.2938	85.9793	273.3015	73.582	166.8736	274.7383	teste_dados	
2013	2015-09-22 20:26:56.963000	1442964416.96	274.2938	85.9793	273.3015	73.582	167.618	274.7383	teste_dados	
2014	2015-09-22 20:27:01.753000	1442964421.75	274.6863	85.9793	273.3015	73.582	166.8736	274.7383	teste_dados	
2015	2015-09-22 20:27:06.965000	1442964426.96	274.2938	85.9793	272.9606	73.38	167.2458	274.7383	teste_dados	
2016	2015-09-22 20:27:11.771000	1442964431.77	274.6863	85.6323	272.9606	73.582	167.2458	274.7383	teste_dados	
2017	2015-09-22 20:27:16.557000	1442964436.56	274.2938	85.9793	273.3015	73.582	166.8736	274.7383	teste_dados	
2018	2015-09-22 20:27:21.777000	1442964441.78	274.6863	85.9793	273.3015	73.582	166.8736	274.2834	teste_dados	
2019	2015-09-22 20:27:27.014000	1442964447.0	274.2938	85.9793	273.3015	73.582	166.8736	273.8285	teste_dados	
2020	2015-09-22 20:27:31.764000	1442964451.76	274.2938	85.9793	273.3015	73.784	166.8736	274.2834	teste_dados	
2021	2015-09-22 20:27:37.001000	1442964457.0	274.6863	85.6323	272.6197	73.582	167.2458	274.7383	teste_dados	
2022	2015-09-22 20:27:41.778000	1442964461.77	274.2938	85.6323	273.3015	73.582	166.8736	274.7383	teste_dados	
2023	2015-09-22 20:27:47.071000	1442964467.07	274.6863	85.6323	272.9606	73.582	166.5014	274.7383	teste_dados	
2024	2015-09-22 20:27:51.890000	1442964471.89	274.6863	85.6323	273.3015	73.582	166.8736	274.2834	teste_dados	
2025	2015-09-22 20:27:56.643000	1442964476.64	274.6863	85.6323	272.9606	73.582	166.8736	274.7383	teste_dados	
2026	2015-09-22 20:28:01.877000	1442964481.88	274.2938	85.9793	272.9606	73.582	166.8736	274.7383	teste_dados	
2027	2015-09-22 20:28:06.671000	1442964486.67	274.6863	85.6323	273.3015	73.582	166.8736	274.2834	teste_dados	
2028	2015-09-22 20:28:11.902000	1442964491.9	274.6863	85.9793	273.6424	73.582	166.8736	274.7383	teste_dados	
2029	2015-09-22 20:28:16.702000	1442964496.7	273.9013	85.9793	272.9606	73.784	166.8736	274.7383	teste_dados	
2030	2015-09-22 20:28:21.925000	1442964501.92	274.2938	86.6733	272.9606	73.784	166.8736	274.7383	teste_dados	
2031	2015-09-22 20:28:26.749000	1442964506.75	273.5088	85.6323	272.9606	73.784	166.8736	274.7383	teste_dados	
2032	2015-09-22 20:28:31.992000	1442964511.99	274.2938	85.6323	273.3015	73.582	167.9902	274.2834	teste_dados	
2033	2015-09-22 20:28:36.792000	1442964516.79	274.6863	86.3263	272.9606	73.582	166.8736	274.7383	teste_dados	
2034	2015-09-22 20:28:41.590000	1442964521.59	274.2938	85.9793	273.3015	73.582	166.8736	274.7383	teste_dados	
2035	2015-09-22 20:28:46.850000	1442964526.85	274.6863	84.9383	272.9606	73.38	166.8736	274.7383	teste_dados	
2036	2015-09-22 20:28:51.690000	1442964531.69	274.6863	85.9793	273.3015	73.784	166.8736	274.7383	teste_dados	
2037	2015-09-22 20:28:56.912000	1442964536.91	274.2938	85.9793	273.3015	74.188	167.2458	274.2834	teste_dados	
2038	2015-09-22 20:29:01.709000	1442964541.71	274.2938	85.9793	272.9606	73.582	166.8736	274.7383	teste_dados	
2039	2015-09-22 20:29:06.995000	1442964546.99	274.6863	85.6323	272.9606	73.582	166.8736	274.7383	teste_dados	
2040	2015-09-22 20:29:11.808000	1442964551.81	274.2938	86.3263	273.3015	73.582	166.8736	274.2834	teste_dados	
2041	2015-09-22 20:29:16.621000	1442964556.62	274.2938	85.6323	271.597	73.582	166.8736	274.2834	teste_dados	
2042	2015-09-22 20:29:21.870000	1442964561.87	274.2938	85.9793	273.6424	73.582	166.1292	274.7383	teste_dados	
2043	2015-09-22 20:29:26.638000	1442964566.64	274.6863	85.9793	273.3015	73.784	166.8736	274.7383	teste_dados	
2044	2015-09-22 20:29:32.038000	1442964572.04	274.6863	85.9793	272.9606	73.178	166.8736	275.1932	teste_dados	
2045	2015-09-22 20:29:36.988000	1442964576.99	274.6863	86.6733	272.9606	73.38	166.8736	274.7383	teste_dados	
2046	2015-09-22 20:29:41.788000	1442964581.79	275.0788	86.3263	273.3015	73.582	166.8736	274.7383	teste_dados	
2047	2015-09-22 20:29:47.068000	1442964587.07	274.6863	85.9793	273.3015	73.38	166.8736	274.2834	teste_dados	
2048	2015-09-22 20:29:51.847000	1442964591.85	274.2938	85.6323	273.3015	73.784	166.8736	274.2834	teste_dados	
2049	2015-09-22 20:29:56.654000	1442964596.65	274.6863	85.9793	273.9833	73.582	166.5014	274.7383	teste_dados	
2050	2015-09-22 20:30:01.900000	1442964601.9	274.2938	86.3263	273.3015	73.178	166.8736	274.7383	teste_dados	
