chave,Data e horario completo,t_0,s1,s2,s3,s4,s5,s6,experimento
4399,2015-09-10 14:36:25.544291,1441906585.540504,34.4763,28.0303,33.9897,27.526000000000003,33.2538,30.457000000000008,
4400,2015-09-10 14:36:36.274616,1441906596.27084,34.083800000000004,28.0303,33.9897,27.526000000000003,33.2538,30.457000000000008,
4401,2015-09-10 14:36:46.282595,1441906606.278766,34.083800000000004,28.7243,33.9897,27.728,32.8816,30.911900000000003,
4402,2015-09-10 14:36:57.209236,1441906617.205768,34.4763,28.377299999999998,33.9897,27.526000000000003,33.2538,30.457000000000008,
4403,2015-09-10 14:37:07.590734,1441906627.587021,34.083800000000004,28.0303,33.648799999999994,27.526000000000003,33.2538,30.457000000000008,
4404,2015-09-10 14:37:18.408092,1441906638.40425,34.4763,28.377299999999998,33.9897,27.728,32.8816,30.457000000000008,
4405,2015-09-10 14:37:28.352084,1441906648.348632,34.8688,28.377299999999998,33.9897,27.728,32.8816,30.457000000000008,
4406,2015-09-10 14:37:39.511490,1441906659.507604,34.083800000000004,28.0303,33.9897,27.323999999999998,32.8816,30.457000000000008,
4407,2015-09-10 14:37:49.504930,1441906669.501172,34.083800000000004,28.0303,33.648799999999994,27.526000000000003,33.2538,30.457000000000008,
4408,2015-09-10 14:38:00.427419,1441906680.423841,33.6913,28.377299999999998,33.648799999999994,27.728,32.8816,30.457000000000008,
4409,2015-09-10 14:38:10.782268,1441906690.778472,34.083800000000004,28.0303,33.648799999999994,27.526000000000003,33.2538,30.457000000000008,
4410,2015-09-10 14:38:21.515489,1441906701.511369,34.083800000000004,28.7243,33.648799999999994,27.526000000000003,32.8816,30.911900000000003,
4411,2015-09-10 14:38:31.451471,1441906711.447877,34.083800000000004,28.377299999999998,33.648799999999994,27.526000000000003,32.8816,30.911900000000003,
4412,2015-09-10 14:38:42.508221,1441906722.50388,34.4763,28.377299999999998,33.648799999999994,27.526000000000003,32.8816,30.911900000000003,
4413,2015-09-10 14:38:52.537079,1441906732.533138,34.4763,28.0303,33.648799999999994,27.526000000000003,32.8816,30.457000000000008,
4414,2015-09-10 14:39:03.606891,1441906743.602919,34.4763,28.377299999999998,33.648799999999994,27.526000000000003,32.8816,30.911900000000003,
4415,2015-09-10 14:39:13.601326,1441906753.597106,33.6913,28.0303,33.648799999999994,27.323999999999998,32.8816,30.457000000000008,
4416,2015-09-10 14:39:24.609064,1441906764.605062,33.6913,28.377299999999998,33.3079,27.526000000000003,32.8816,30.457000000000008,
4417,2015-09-10 14:39:34.629390,1441906774.625541,34.4763,28.377299999999998,33.648799999999994,27.526000000000003,32.8816,30.457000000000008,
4418,2015-09-10 14:39:45.624688,1441906785.620451,33.6913,28.377299999999998,33.3079,27.526000000000003,32.8816,30.911900000000003,
4419,2015-09-10 14:39:55.676754,1441906795.672575,34.4763,28.377299999999998,33.3079,27.526000000000003,32.8816,30.457000000000008,
4420,2015-09-10 14:40:06.513437,1441906806.509584,34.083800000000004,28.0303,33.3079,27.526000000000003,32.8816,30.457000000000008,
4421,2015-09-10 14:40:17.005466,1441906817.001523,34.083800000000004,28.377299999999998,33.3079,27.526000000000003,32.5094,30.457000000000008,
4422,2015-09-10 14:40:36.636467,1441906836.633889,35.2613,27.336299999999998,45.9212,26.718000000000004,32.5094,32.731500000000004,
4423,2015-09-10 14:40:47.347720,1441906847.34533,35.653800000000004,26.9893,54.102799999999995,28.940000000000005,32.8816,33.186400000000006,
4424,2015-09-10 14:40:57.740315,1441906857.736874,35.653800000000004,30.112299999999998,50.3529,25.506,34.3704,30.911900000000003,
4425,2015-09-10 14:41:08.413927,1441906868.411221,35.2613,28.377299999999998,52.7392,28.132000000000005,33.2538,33.64130000000001,
4426,2015-09-10 14:41:18.800031,1441906878.797602,35.2613,28.7243,51.034699999999994,27.728,33.9982,32.731500000000004,
4427,2015-09-10 14:41:29.440097,1441906889.437464,33.2988,28.7243,56.83,34.596000000000004,34.3704,30.002100000000006,
4428,2015-09-10 14:41:39.825431,1441906899.822614,33.2988,31.847299999999997,54.7846,32.778,35.8592,28.637400000000007,
4429,2015-09-10 14:41:50.499159,1441906910.496671,36.8313,32.1943,53.42099999999999,29.950000000000003,36.6036,32.2766,
4430,2015-09-10 14:42:00.890547,1441906920.887988,34.8688,32.1943,56.48909999999999,33.99,38.0924,29.547200000000004,
4431,2015-09-10 14:42:11.497792,1441906931.49502,36.4388,30.4593,61.602599999999995,37.828,38.4646,30.911900000000003,
4432,2015-09-10 14:42:21.890076,1441906941.885752,38.0088,31.500299999999996,61.9435,37.828,41.07,30.457000000000008,
4433,2015-09-10 14:42:32.474964,1441906952.471569,42.3263,33.235299999999995,60.23899999999999,34.596000000000004,42.931,34.0962,
4434,2015-09-10 14:42:42.872377,1441906962.869579,44.6813,31.500299999999996,66.0343,38.434000000000005,44.792,35.915800000000004,
4435,2015-09-10 14:42:53.466540,1441906973.463659,47.4288,34.6233,65.0116,36.616,49.2584,34.0962,
4436,2015-09-10 14:43:03.861656,1441906983.858967,49.7838,34.2763,68.07969999999999,38.232,51.8638,36.37070000000001,
4437,2015-09-10 14:43:14.442539,1441906994.439323,50.176300000000005,36.0113,74.5568,43.080000000000005,56.7024,33.186400000000006,
4438,2015-09-10 14:43:24.833114,1441907004.830274,54.4938,34.6233,78.6476,44.49400000000001,58.1912,38.19030000000001,
4439,2015-09-10 14:43:35.405243,1441907015.402106,56.4563,36.3583,82.3975,45.908,63.7742,35.00600000000001,
4440,2015-09-10 14:43:45.796883,1441907025.794159,63.1288,37.052299999999995,85.12469999999999,45.504000000000005,66.75179999999999,40.0099,
4441,2015-09-10 14:43:56.536495,1441907036.533675,66.6613,38.7873,88.5337,45.504000000000005,70.84599999999999,40.919700000000006,
4442,2015-09-10 14:44:17.498741,1441907057.495794,72.1563,39.4813,97.738,52.776,77.91779999999999,42.73930000000001,
4443,2015-09-10 14:44:27.889598,1441907067.886589,79.6138,43.6453,101.4879,53.584,82.01199999999999,44.104000000000006,
4444,2015-09-10 14:44:38.586176,1441907078.583336,84.3238,46.421299999999995,103.19239999999999,50.75600000000001,87.96719999999999,44.104000000000006,
4445,2015-09-10 14:44:48.980746,1441907088.977922,86.2863,47.4623,110.01039999999999,55.604000000000006,93.17799999999998,42.73930000000001,
4446,2015-09-10 14:44:59.681746,1441907099.678902,94.1363,51.973299999999995,114.10119999999999,55.604000000000006,98.01659999999998,44.55890000000001,
4447,2015-09-10 14:45:20.744937,1441907120.741733,103.55630000000001,51.2793,123.3055,58.230000000000004,108.06599999999999,47.74320000000001,
4448,2015-09-10 14:45:41.748565,1441907141.745605,110.2288,47.8093,136.6006,66.31,114.0212,52.29220000000001,
4449,2015-09-10 14:45:52.142785,1441907152.139857,114.9388,51.2793,139.3278,66.108,119.97639999999998,51.382400000000004,
4450,2015-09-10 14:46:02.738563,1441907162.735678,122.7888,51.6263,142.39589999999998,64.492,124.815,56.38630000000001,
4451,2015-09-10 14:46:23.711898,1441907183.70875,128.67630000000003,50.5853,155.0092,71.96600000000001,133.74779999999998,58.20590000000001,
4452,2015-09-10 14:46:34.105746,1441907194.102692,132.99380000000002,52.6673,158.7591,74.188,137.84199999999998,60.0255,
4453,2015-09-10 14:46:44.669042,1441907204.665967,139.66629999999998,57.525299999999994,158.7591,70.552,143.79719999999998,61.3902,
4454,2015-09-10 14:47:05.722284,1441907225.719092,148.30130000000003,57.872299999999996,170.6906,77.016,151.98559999999998,64.1196,
4455,2015-09-10 14:47:26.780558,1441907246.77748,153.79630000000003,57.525299999999994,178.8722,81.46,159.4296,67.3039,
4456,2015-09-10 14:47:37.175159,1441907257.171611,161.2538,60.6483,182.28119999999998,81.056,164.64039999999997,69.5784,
4457,2015-09-10 14:47:47.782059,1441907267.77895,165.17880000000002,64.8123,183.3039,80.046,172.0844,67.3039,
4458,2015-09-10 14:47:58.177146,1441907278.173534,165.9638,62.38329999999999,187.3947,83.682,175.8064,68.2137,
4459,2015-09-10 14:48:08.893461,1441907288.890197,171.4588,60.6483,194.21269999999998,86.914,177.6674,74.5823,
4460,2015-09-10 14:48:19.101645,1441907299.095727,175.3838,61.6893,198.30349999999999,88.328,180.2728,76.4019,
4461,2015-09-10 14:48:29.864772,1441907309.852802,176.9538,65.85329999999999,199.66709999999998,88.934,186.60019999999997,73.2176,
4462,2015-09-10 14:48:39.836926,1441907319.833378,180.48630000000003,65.1593,204.09879999999998,93.58,188.4612,76.8568,
4463,2015-09-10 14:48:50.886107,1441907330.882688,184.0188,66.2003,207.50779999999997,94.994,192.18319999999997,77.7666,
4464,2015-09-10 14:49:11.869674,1441907351.866194,192.2613,69.32329999999999,213.64399999999998,98.024,200.37159999999997,79.1313,
4465,2015-09-10 14:49:22.264804,1441907362.260972,196.18630000000002,67.9353,216.7121,102.468,201.48819999999998,85.045,
4466,2015-09-10 14:49:32.933380,1441907372.929734,199.3263,69.32329999999999,219.0984,104.084,203.7214,85.4999,
4467,2015-09-10 14:49:53.975835,1441907393.965666,205.60630000000003,72.4463,222.8483,104.69,209.67659999999998,87.7744,
4468,2015-09-10 14:50:14.927980,1441907414.924659,207.9613,74.1813,228.9845,106.912,217.4928,84.5901,
4469,2015-09-10 14:50:35.936980,1441907435.933406,213.84879999999998,75.22229999999999,230.689,107.114,222.70359999999997,85.4999,
4470,2015-09-10 14:50:56.987707,1441907456.984047,221.30630000000002,74.5283,238.5297,114.184,226.79779999999997,93.6881,
4471,2015-09-10 14:51:18.058824,1441907478.055537,224.8388,71.75229999999999,243.64319999999998,116.20400000000001,230.14759999999998,97.32730000000001,
4472,2015-09-10 14:51:28.287442,1441907488.283864,225.62380000000002,72.4463,246.3704,117.012,233.49739999999997,97.32730000000001,
4473,2015-09-10 14:51:39.047634,1441907499.044297,230.72629999999998,77.9983,243.98409999999998,111.558,239.08039999999997,95.0528,
4474,2015-09-10 14:52:00.034533,1441907520.030272,232.29630000000003,74.1813,251.82479999999998,119.84,239.08039999999997,100.0567,
4475,2015-09-10 14:52:21.037027,1441907541.033661,234.6513,80.4273,253.18839999999997,117.214,246.52439999999999,95.9626,
4476,2015-09-10 14:52:42.039823,1441907562.036267,238.9688,79.7333,258.6428,121.658,249.87419999999997,99.6018,
4477,2015-09-10 14:53:03.190926,1441907583.187443,246.03379999999999,76.95729999999999,264.0972,125.49600000000001,252.4796,105.5155,
4478,2015-09-10 14:53:24.170556,1441907604.166398,247.60379999999998,78.3453,265.80170000000004,126.91,253.224,104.1508,
4479,2015-09-10 14:53:45.128079,1441907625.124497,249.9588,79.7333,267.8471,128.728,255.08499999999998,102.7861,
4480,2015-09-10 14:54:06.098928,1441907646.095397,252.7063,82.85629999999999,267.50620000000004,125.49600000000001,260.66799999999995,104.6057,
4481,2015-09-10 14:54:27.087308,1441907667.083153,256.23879999999997,81.8153,267.1653,128.122,264.76219999999995,109.6096,
4482,2015-09-10 14:54:37.062637,1441907677.058867,256.23879999999997,86.32629999999999,267.8471,126.91,264.76219999999995,106.8802,
4483,2015-09-10 14:54:48.139934,1441907688.136442,258.2013,85.28529999999999,265.80170000000004,128.526,266.251,105.9704,
4484,2015-09-10 14:55:09.176200,1441907709.162385,260.9488,85.9793,262.0518,129.334,270.3452,104.6057,
4485,2015-09-10 14:55:19.149876,1441907719.1455,263.6963,84.2443,258.9837,134.38400000000001,269.97299999999996,108.2449,
4486,2015-09-10 14:55:30.127893,1441907730.124325,265.2663,80.7743,256.9383,135.192,271.08959999999996,111.42920000000001,
4487,2015-09-10 14:55:51.128388,1441907751.124801,267.2288,86.6733,257.2792,131.758,275.556,107.79,
4488,2015-09-10 14:56:12.089439,1441907772.085469,270.7613,86.6733,253.5293,137.21200000000002,276.6726,110.0645,
4489,2015-09-10 14:56:22.074448,1441907782.070713,271.5463,90.49029999999999,255.57469999999998,130.34400000000002,279.27799999999996,111.8841,
4490,2015-09-10 14:56:33.049128,1441907793.045143,273.1163,90.49029999999999,254.89289999999997,132.162,278.9058,111.42920000000001,
4491,2015-09-10 14:56:43.034001,1441907803.029853,273.9013,85.6323,252.1657,138.82800000000003,278.5336,116.888,
4492,2015-09-10 14:56:54.118195,1441907814.110944,275.0788,90.49029999999999,252.50659999999996,137.01000000000002,281.13899999999995,111.8841,
4493,2015-09-10 14:57:04.097070,1441907824.092942,276.2563,91.53129999999999,251.48389999999998,139.43400000000003,281.5112,113.7037,
4494,2015-09-10 14:57:15.074066,1441907835.069493,278.61129999999997,94.65429999999999,252.50659999999996,134.18200000000002,284.11659999999995,114.1586,
4495,2015-09-10 14:57:25.069004,1441907845.064816,280.5738,90.49029999999999,250.1203,139.63600000000002,281.5112,114.6135,
4496,2015-09-10 14:57:36.071803,1441907856.065992,281.3588,93.2663,251.82479999999998,134.788,284.48879999999997,115.5233,
4497,2015-09-10 14:57:46.058728,1441907866.054483,278.61129999999997,94.65429999999999,251.14299999999997,139.83800000000002,283.37219999999996,113.7037,
4498,2015-09-10 14:57:57.026656,1441907877.022101,282.9288,94.65429999999999,253.87019999999998,135.394,281.5112,114.6135,
4499,2015-09-10 14:58:18.002374,1441907897.997773,285.2838,95.3483,250.4612,143.07000000000002,284.11659999999995,115.0684,
4500,2015-09-10 14:58:27.990182,1441907907.985618,283.7138,92.22529999999999,249.43849999999998,144.686,284.11659999999995,121.437,
4501,2015-09-10 14:58:39.021928,1441907919.01606,280.5738,96.0423,249.77939999999998,142.46400000000003,288.21079999999995,121.8919,
4502,2015-09-10 14:58:49.021624,1441907929.01751,284.4988,92.91929999999999,248.07489999999999,147.716,285.9776,126.44090000000001,
4503,2015-09-10 14:59:00.012089,1441907940.007568,284.1063,99.5123,249.43849999999998,143.07000000000002,289.32739999999995,130.53500000000003,
4504,2015-09-10 14:59:10.001315,1441907949.997027,283.7138,97.43029999999999,247.0522,148.32200000000003,288.58299999999997,126.8958,
4505,2015-09-10 14:59:21.147639,1441907961.143357,282.5363,97.7773,247.39309999999998,143.27200000000002,290.44399999999996,131.44480000000001,
4506,2015-09-10 14:59:42.113621,1441907982.108337,287.6388,96.0423,246.3704,150.544,290.8162,132.8095,
4507,2015-09-10 14:59:52.093161,1441907992.088788,287.2463,100.5533,247.39309999999998,143.47400000000002,291.9328,138.72320000000002,
4508,2015-09-10 15:00:03.150801,1441908003.146297,288.8163,96.7363,245.68859999999998,147.918,291.9328,143.7271,
4509,2015-09-10 15:00:13.132793,1441908013.128482,288.42379999999997,99.85929999999999,246.3704,143.67600000000002,291.9328,130.9899,
4510,2015-09-10 15:00:24.170175,1441908024.165699,289.9938,96.7363,245.0068,148.12,291.1884,133.26440000000002,
4511,2015-09-10 15:00:34.166788,1441908034.15845,286.8538,101.9413,245.68859999999998,144.686,291.56059999999997,128.2605,
4512,2015-09-10 15:00:45.208949,1441908045.204442,288.42379999999997,102.28829999999999,245.34769999999997,145.29200000000003,291.9328,135.99380000000002,
4513,2015-09-10 15:00:55.189076,1441908055.184725,290.3863,104.02329999999999,246.3704,142.26200000000003,291.9328,131.44480000000001,
4514,2015-09-10 15:01:06.304528,1441908066.299703,291.1713,102.6353,245.0068,149.33200000000002,291.9328,126.8958,
4515,2015-09-10 15:01:16.295413,1441908076.291133,294.3113,103.6763,244.6659,147.918,292.30499999999995,129.17030000000003,
4516,2015-09-10 15:01:27.344905,1441908087.340602,293.1338,109.5753,245.68859999999998,144.484,291.56059999999997,126.44090000000001,
4517,2015-09-10 15:01:37.328162,1441908097.323987,291.9563,105.06429999999999,244.6659,149.93800000000002,291.9328,127.3507,
4518,2015-09-10 15:01:48.481118,1441908108.475415,293.9188,105.75829999999999,244.6659,150.342,291.9328,127.80560000000001,
4519,2015-09-10 15:01:58.463708,1441908118.459043,294.3113,103.6763,244.325,151.55400000000003,291.9328,134.1742,
4520,2015-09-10 15:02:09.575913,1441908129.571467,295.8813,110.26929999999999,245.0068,148.32200000000003,291.9328,129.17030000000003,
4521,2015-09-10 15:02:19.568286,1441908139.563683,297.0588,106.4523,244.325,153.17000000000002,291.9328,130.9899,
4522,2015-09-10 15:02:30.653464,1441908150.649148,298.23629999999997,113.39229999999999,245.34769999999997,146.10000000000002,290.8162,128.2605,
4523,2015-09-10 15:02:51.773088,1441908171.768748,297.4513,110.26929999999999,244.325,150.342,290.8162,127.80560000000001,
4524,2015-09-10 15:03:01.761554,1441908181.756629,299.8063,106.1053,243.64319999999998,152.76600000000002,291.9328,130.9899,
4525,2015-09-10 15:03:12.877515,1441908192.872712,297.8438,106.1053,243.98409999999998,153.372,291.9328,126.44090000000001,
4526,2015-09-10 15:03:22.874164,1441908202.869794,300.5913,111.3103,244.6659,146.90800000000002,288.58299999999997,127.80560000000001,
4527,2015-09-10 15:03:33.951197,1441908213.946397,299.8063,109.22829999999999,244.6659,147.312,287.0942,130.53500000000003,
4528,2015-09-10 15:03:43.950605,1441908223.946179,301.7688,108.1873,243.30229999999997,153.372,290.8162,124.1664,
4529,2015-09-10 15:03:54.940000,1441908234.935233,302.1613,104.3703,243.64319999999998,154.18,290.8162,123.71150000000002,
4530,2015-09-10 15:04:04.929965,1441908244.925537,301.7688,104.7173,243.30229999999997,151.95800000000003,288.9552,123.71150000000002,
4531,2015-09-10 15:04:15.952393,1441908255.947855,304.1238,105.06429999999999,243.64319999999998,151.15,289.32739999999995,120.98210000000002,
4532,2015-09-10 15:04:25.943874,1441908265.939402,302.9463,106.1053,244.325,147.11,287.0942,123.71150000000002,
4533,2015-09-10 15:04:36.977358,1441908276.972857,302.5538,106.4523,243.30229999999997,153.978,285.23319999999995,122.34680000000002,
4534,2015-09-10 15:04:46.984166,1441908286.979691,303.3388,103.32929999999999,243.30229999999997,154.58400000000003,286.722,126.8958,
4535,2015-09-10 15:04:57.964118,1441908297.9591,303.7313,106.4523,242.9614,152.56400000000002,283.7444,121.8919,
4536,2015-09-10 15:05:07.958141,1441908307.953322,304.1238,105.75829999999999,242.9614,154.98800000000003,284.861,121.437,
4537,2015-09-10 15:05:18.964692,1441908318.959661,304.5163,106.1053,242.9614,151.95800000000003,286.722,123.2566,
4538,2015-09-10 15:05:28.965471,1441908328.960519,303.7313,109.22829999999999,243.30229999999997,150.746,284.11659999999995,117.79780000000001,
4539,2015-09-10 15:05:40.071922,1441908340.067263,304.1238,105.4113,242.6205,151.55400000000003,281.8834,121.437,
4540,2015-09-10 15:05:50.063520,1441908350.058686,304.5163,109.5753,242.9614,148.12,281.5112,116.4331,
4541,2015-09-10 15:06:01.120227,1441908361.11534,304.9088,105.4113,242.6205,152.56400000000002,285.23319999999995,118.2527,
4542,2015-09-10 15:06:11.116668,1441908371.111635,303.7313,110.6163,243.30229999999997,148.32200000000003,280.7668,120.52720000000001,
4543,2015-09-10 15:06:22.212491,1441908382.207482,304.9088,108.8813,242.6205,153.978,278.5336,120.98210000000002,
4544,2015-09-10 15:06:32.209296,1441908392.204651,304.5163,108.53429999999999,242.6205,150.544,280.39459999999997,124.1664,
4545,2015-09-10 15:06:43.259736,1441908403.255136,303.3388,110.26929999999999,243.30229999999997,151.55400000000003,282.6278,121.437,
4546,2015-09-10 15:06:53.257165,1441908413.252393,302.9463,105.06429999999999,242.2796,157.61400000000003,284.861,125.5311,
4547,2015-09-10 15:07:04.286446,1441908424.281091,304.5163,110.6163,242.6205,151.75600000000003,280.7668,122.8017,
4548,2015-09-10 15:07:14.290066,1441908434.28503,304.1238,111.3103,242.6205,152.56400000000002,280.39459999999997,119.61739999999999,
4549,2015-09-10 15:07:25.379383,1441908445.374253,301.3763,110.26929999999999,243.30229999999997,150.746,283.37219999999996,124.1664,
4550,2015-09-10 15:07:35.386191,1441908455.381071,303.7313,110.96329999999999,242.2796,156.806,281.5112,120.52720000000001,
4551,2015-09-10 15:07:46.401678,1441908466.396404,301.3763,113.0453,242.9614,151.15,280.0224,124.1664,
4552,2015-09-10 15:07:56.411715,1441908476.406645,300.5913,115.8213,242.6205,151.35200000000003,279.27799999999996,120.0723,
4553,2015-09-10 15:08:07.508023,1441908487.5033,302.9463,112.69829999999999,242.2796,158.01800000000003,279.27799999999996,119.61739999999999,
4554,2015-09-10 15:08:17.510860,1441908497.506005,301.7688,114.0863,242.6205,153.978,278.16139999999996,129.6252,
4555,2015-09-10 15:08:28.606458,1441908508.60116,302.5538,112.00429999999999,242.2796,158.62400000000002,277.7892,129.6252,
4556,2015-09-10 15:08:38.612780,1441908518.607118,301.7688,111.65729999999999,242.2796,157.61400000000003,280.39459999999997,128.71540000000002,
4557,2015-09-10 15:08:49.691367,1441908529.686482,301.7688,113.73929999999999,242.2796,155.79600000000002,280.7668,129.6252,
4558,2015-09-10 15:08:59.700079,1441908539.695171,302.9463,114.7803,242.9614,152.76600000000002,278.16139999999996,130.53500000000003,
4559,2015-09-10 15:09:10.796570,1441908550.791273,302.5538,111.65729999999999,242.2796,155.39200000000002,278.16139999999996,135.08400000000003,
4560,2015-09-10 15:09:20.819545,1441908560.814341,302.9463,113.39229999999999,242.2796,156.40200000000002,277.04479999999995,126.44090000000001,
4561,2015-09-10 15:09:31.933873,1441908571.928501,299.8063,109.5753,241.93869999999998,159.23000000000002,280.39459999999997,129.17030000000003,
4562,2015-09-10 15:09:41.945889,1441908581.94048,298.23629999999997,114.0863,242.6205,155.59400000000002,279.27799999999996,127.3507,
4563,2015-09-10 15:09:53.217452,1441908593.212485,298.23629999999997,113.39229999999999,242.2796,155.19000000000003,276.6726,131.89970000000002,
4564,2015-09-10 15:10:03.229142,1441908603.223597,298.23629999999997,113.0453,242.2796,158.22000000000003,277.7892,128.71540000000002,
4565,2015-09-10 15:10:14.243593,1441908614.238058,298.23629999999997,112.3513,241.93869999999998,156.806,281.13899999999995,130.9899,
4566,2015-09-10 15:10:24.269112,1441908624.263204,297.8438,115.4743,242.6205,153.776,279.27799999999996,127.80560000000001,
4567,2015-09-10 15:10:35.362117,1441908635.356686,299.4138,114.43329999999999,242.2796,156.604,277.7892,135.5389,
4568,2015-09-10 15:10:45.380371,1441908645.374723,299.8063,112.00429999999999,241.93869999999998,160.644,277.7892,146.00160000000002,
4569,2015-09-10 15:10:56.451016,1441908656.445599,299.8063,118.59729999999999,242.6205,154.382,275.9282,135.99380000000002,
4570,2015-09-10 15:11:06.467435,1441908666.462353,300.5913,115.8213,241.93869999999998,159.23000000000002,277.04479999999995,129.6252,
4571,2015-09-10 15:11:17.452078,1441908677.446549,297.0588,115.4743,242.2796,157.81600000000003,279.6502,130.9899,
4572,2015-09-10 15:11:27.466455,1441908687.461317,295.48879999999997,119.29129999999999,242.6205,155.59400000000002,278.9058,127.80560000000001,
4573,2015-09-10 15:11:38.498061,1441908698.492908,295.8813,117.90329999999999,242.6205,158.62400000000002,280.0224,125.5311,
4574,2015-09-10 15:11:48.516480,1441908708.511141,296.6663,112.69829999999999,242.2796,162.05800000000002,278.9058,133.7193,
4575,2015-09-10 15:11:59.527554,1441908719.522392,297.0588,110.26929999999999,241.93869999999998,161.25000000000003,278.5336,133.26440000000002,
4576,2015-09-10 15:12:09.539265,1441908729.534028,294.3113,114.7803,242.2796,154.58400000000003,276.6726,129.17030000000003,
4577,2015-09-10 15:12:20.639975,1441908740.634361,296.2738,111.3103,241.93869999999998,161.85600000000002,278.5336,130.53500000000003,
4578,2015-09-10 15:12:30.725681,1441908750.719948,295.8813,114.7803,242.2796,155.59400000000002,276.30039999999997,128.71540000000002,
4579,2015-09-10 15:12:41.674907,1441908761.668979,295.48879999999997,115.4743,241.93869999999998,156.604,276.6726,125.5311,
4580,2015-09-10 15:12:51.692728,1441908771.686644,295.8813,111.3103,241.93869999999998,162.26000000000002,277.04479999999995,127.3507,
4581,2015-09-10 15:13:02.667269,1441908782.661445,297.0588,113.0453,241.93869999999998,155.19000000000003,276.6726,125.986,
4582,2015-09-10 15:13:12.694594,1441908792.689188,296.6663,114.7803,241.59779999999998,160.644,277.417,124.1664,
4583,2015-09-10 15:13:23.686788,1441908803.680566,295.0963,113.73929999999999,241.59779999999998,159.23000000000002,277.04479999999995,128.71540000000002,
4584,2015-09-10 15:13:33.704567,1441908813.699261,295.48879999999997,110.96329999999999,241.93869999999998,158.62400000000002,278.16139999999996,128.2605,
4585,2015-09-10 15:13:44.684587,1441908824.67921,296.6663,114.43329999999999,242.2796,153.776,278.16139999999996,125.986,
4586,2015-09-10 15:13:54.705680,1441908834.70033,295.8813,113.39229999999999,241.93869999999998,161.45200000000003,278.5336,125.986,
4587,2015-09-10 15:14:05.729992,1441908845.723773,296.6663,116.16829999999999,241.93869999999998,157.61400000000003,277.417,123.71150000000002,
4588,2015-09-10 15:14:15.748491,1441908855.742618,297.4513,113.0453,241.59779999999998,162.66400000000002,278.9058,125.986,
4589,2015-09-10 15:14:26.735161,1441908866.728486,297.0588,119.63829999999999,241.93869999999998,155.99800000000002,276.6726,123.71150000000002,
4590,2015-09-10 15:14:36.757826,1441908876.752414,296.2738,115.12729999999999,241.59779999999998,162.66400000000002,278.16139999999996,125.5311,
4591,2015-09-10 15:14:47.699022,1441908887.69313,294.7038,116.16829999999999,241.93869999999998,162.66400000000002,279.27799999999996,126.8958,
4592,2015-09-10 15:14:57.723682,1441908897.717851,295.48879999999997,117.2093,241.59779999999998,160.24,278.16139999999996,130.53500000000003,
4593,2015-09-10 15:15:08.708069,1441908908.70175,295.8813,119.9853,241.93869999999998,162.866,277.04479999999995,131.44480000000001,
4594,2015-09-10 15:15:18.727152,1441908918.721659,294.3113,119.9853,242.2796,161.45200000000003,278.5336,130.53500000000003,
4595,2015-09-10 15:15:29.682327,1441908929.676777,293.5263,119.9853,241.93869999999998,164.07800000000003,277.417,135.99380000000002,
4596,2015-09-10 15:15:39.702907,1441908939.697208,292.7413,118.9443,242.6205,164.48200000000003,278.5336,140.54280000000003,
4597,2015-09-10 15:15:50.644731,1441908950.638683,291.5638,116.86229999999999,242.2796,164.28000000000003,279.27799999999996,137.81340000000003,
4598,2015-09-10 15:16:00.672483,1441908960.666301,290.3863,117.2093,242.9614,159.43200000000002,277.417,143.27220000000003,
4599,2015-09-10 15:16:11.621694,1441908971.615911,291.1713,117.2093,242.6205,163.068,277.417,142.81730000000002,
4600,2015-09-10 15:16:21.658312,1441908981.651947,290.3863,119.29129999999999,243.30229999999997,158.22000000000003,277.417,138.2683,
4601,2015-09-10 15:16:32.704126,1441908992.698085,292.7413,117.5563,242.6205,160.038,275.556,141.45260000000002,
4602,2015-09-10 15:16:42.748061,1441909002.742326,294.7038,115.8213,242.2796,161.04800000000003,273.695,143.7271,
4603,2015-09-10 15:16:53.790473,1441909013.784732,293.5263,119.29129999999999,242.6205,158.62400000000002,274.06719999999996,141.45260000000002,
4604,2015-09-10 15:17:03.815297,1441909023.809499,290.7788,121.7203,242.9614,157.008,275.556,135.99380000000002,
4605,2015-09-10 15:17:14.782386,1441909034.779314,290.3863,122.06729999999999,242.6205,163.068,277.04479999999995,139.633,
4606,2015-09-10 15:17:24.814454,1441909044.811471,291.9563,117.90329999999999,242.6205,164.28000000000003,277.7892,141.45260000000002,
4607,2015-09-10 15:17:35.794562,1441909055.79159,290.7788,121.02629999999999,242.6205,160.644,274.8116,140.54280000000003,
4608,2015-09-10 15:17:45.821262,1441909065.8186,289.9938,119.9853,243.30229999999997,159.836,274.4394,138.2683,
4609,2015-09-10 15:17:56.782025,1441909076.779095,291.9563,118.59729999999999,242.2796,164.28000000000003,272.5784,138.72320000000002,
4610,2015-09-10 15:18:06.813266,1441909086.81007,290.7788,119.9853,242.6205,160.442,273.3228,137.35850000000002,
4611,2015-09-10 15:18:17.792699,1441909097.789707,291.1713,117.2093,242.6205,165.89600000000002,273.695,141.45260000000002,
4612,2015-09-10 15:18:27.831569,1441909107.828614,291.1713,118.59729999999999,242.2796,162.866,274.06719999999996,142.3624,
4613,2015-09-10 15:18:38.907951,1441909118.905112,291.5638,118.9443,242.2796,161.85600000000002,273.3228,144.18200000000002,
