chave,Data e horario completo,t_0,s1,s2,s3,s4,s5,s6,experimento
3883,2015-09-10 13:04:22.415112,1441901062.411031,65.0913,37.3993,66.37519999999999,37.626000000000005,63.401999999999994,40.464800000000004,
3884,2015-09-10 13:04:32.677051,1441901072.673105,64.30630000000001,37.052299999999995,66.0343,37.626000000000005,63.0298,40.464800000000004,
3885,2015-09-10 13:04:43.268297,1441901083.264294,63.91380000000001,37.7463,66.0343,37.626000000000005,62.657599999999995,40.464800000000004,
3886,2015-09-10 13:04:53.531171,1441901093.526824,64.6988,37.7463,65.6934,37.626000000000005,62.657599999999995,40.0099,
3887,2015-09-10 13:05:04.036611,1441901104.03205,63.5213,37.3993,66.0343,37.424,62.657599999999995,40.464800000000004,
3888,2015-09-10 13:05:14.321496,1441901114.317192,64.30630000000001,37.3993,65.6934,37.424,62.2854,40.464800000000004,
3889,2015-09-10 13:05:24.898348,1441901124.893708,63.1288,37.3993,65.35249999999999,37.222,62.2854,40.464800000000004,
3890,2015-09-10 13:05:35.178395,1441901135.173664,64.30630000000001,37.3993,65.35249999999999,37.222,61.913199999999996,40.0099,
3891,2015-09-10 13:05:45.787596,1441901145.783489,63.1288,37.7463,65.35249999999999,37.222,61.913199999999996,40.0099,
3892,2015-09-10 13:05:56.059462,1441901156.055515,63.91380000000001,37.7463,65.35249999999999,37.222,61.541000000000004,40.0099,
3893,2015-09-10 13:06:06.553255,1441901166.549086,62.7363,37.3993,64.6707,37.02,61.541000000000004,40.464800000000004,
3894,2015-09-10 13:06:16.846372,1441901176.841645,63.5213,37.3993,64.6707,37.02,61.541000000000004,40.0099,
3895,2015-09-10 13:06:27.369160,1441901187.364644,62.3438,37.052299999999995,64.6707,37.02,61.1688,40.464800000000004,
3896,2015-09-10 13:06:37.644984,1441901197.640693,62.7363,37.052299999999995,64.32979999999999,36.818000000000005,61.1688,40.464800000000004,
3897,2015-09-10 13:06:48.074505,1441901208.070181,63.1288,37.052299999999995,64.32979999999999,36.818000000000005,61.1688,40.0099,
3898,2015-09-10 13:06:58.350999,1441901218.346826,62.3438,36.7053,64.32979999999999,36.414,60.79659999999999,40.0099,
3899,2015-09-10 13:07:08.821921,1441901228.817744,62.7363,36.3583,63.9889,36.616,60.79659999999999,39.55500000000001,
3900,2015-09-10 13:07:19.127132,1441901239.122785,61.9513,36.0113,63.30709999999999,36.616,60.79659999999999,39.55500000000001,
3901,2015-09-10 13:07:29.553252,1441901249.54899,62.3438,37.052299999999995,63.30709999999999,36.616,60.4244,39.55500000000001,
3902,2015-09-10 13:07:39.858813,1441901259.854189,61.9513,36.3583,63.30709999999999,36.414,60.05219999999999,39.55500000000001,
3903,2015-09-10 13:07:50.321967,1441901270.317628,62.3438,36.7053,63.30709999999999,36.616,60.05219999999999,39.55500000000001,
3904,2015-09-10 13:08:00.607717,1441901280.603484,61.558800000000005,36.0113,62.9662,36.414,60.05219999999999,39.100100000000005,
3905,2015-09-10 13:08:11.081977,1441901291.07742,61.9513,36.3583,62.9662,36.414,60.05219999999999,39.100100000000005,
3906,2015-09-10 13:08:21.375936,1441901301.371471,61.16630000000001,36.0113,62.9662,36.414,59.68,39.100100000000005,
3907,2015-09-10 13:08:31.839564,1441901311.834925,61.16630000000001,36.0113,62.28439999999999,36.414,59.68,39.100100000000005,
3908,2015-09-10 13:08:41.825169,1441901321.820371,61.16630000000001,36.0113,62.625299999999996,36.212,59.68,38.6452,
3909,2015-09-10 13:08:52.729937,1441901332.725127,60.77380000000001,35.6643,62.625299999999996,36.010000000000005,59.30779999999999,39.100100000000005,
3910,2015-09-10 13:09:03.029008,1441901343.024641,60.381299999999996,36.3583,62.28439999999999,36.010000000000005,59.30779999999999,39.100100000000005,
3911,2015-09-10 13:09:13.446354,1441901353.441737,60.77380000000001,36.3583,62.625299999999996,36.010000000000005,58.9356,38.6452,
3912,2015-09-10 13:09:23.760528,1441901363.755806,60.381299999999996,36.0113,62.625299999999996,35.808,58.563399999999994,38.6452,
3913,2015-09-10 13:09:34.235514,1441901374.230798,60.77380000000001,36.3583,62.28439999999999,36.010000000000005,58.9356,39.100100000000005,
3914,2015-09-10 13:09:44.530329,1441901384.525902,60.381299999999996,35.6643,61.9435,35.808,58.563399999999994,39.100100000000005,
3915,2015-09-10 13:09:54.942196,1441901394.937745,60.77380000000001,36.3583,61.602599999999995,36.010000000000005,58.1912,38.6452,
3916,2015-09-10 13:10:05.309235,1441901405.304639,60.381299999999996,35.6643,61.602599999999995,35.808,58.563399999999994,38.6452,
3917,2015-09-10 13:10:15.859319,1441901415.854735,60.381299999999996,36.0113,61.602599999999995,35.808,58.1912,38.6452,
3918,2015-09-10 13:10:26.188413,1441901426.183687,59.9888,36.0113,61.26169999999999,35.808,58.1912,38.19030000000001,
3919,2015-09-10 13:10:36.710065,1441901436.705525,59.9888,36.0113,60.9208,35.808,58.1912,38.6452,
3920,2015-09-10 13:10:47.042490,1441901447.037567,59.9888,36.0113,60.9208,35.808,57.818999999999996,38.6452,
3921,2015-09-10 13:10:57.570979,1441901457.56608,59.5963,36.0113,60.9208,35.808,57.818999999999996,38.6452,
3922,2015-09-10 13:11:07.879562,1441901467.87493,59.5963,36.0113,60.579899999999995,35.808,57.446799999999996,38.19030000000001,
3923,2015-09-10 13:11:18.437357,1441901478.432322,59.2038,36.3583,60.579899999999995,35.808,57.446799999999996,38.6452,
3924,2015-09-10 13:11:28.768997,1441901488.763836,59.2038,35.6643,60.579899999999995,35.606,57.446799999999996,38.19030000000001,
3925,2015-09-10 13:11:39.397089,1441901499.391871,58.418800000000005,36.0113,60.23899999999999,35.606,57.0746,38.6452,
3926,2015-09-10 13:11:49.715507,1441901509.708956,58.418800000000005,35.317299999999996,60.23899999999999,35.606,57.0746,38.6452,
3927,2015-09-10 13:12:00.264368,1441901520.259087,58.8113,35.6643,59.89809999999999,35.606,56.7024,38.6452,
3928,2015-09-10 13:12:10.607986,1441901530.60295,58.8113,35.6643,59.89809999999999,35.404,56.7024,38.6452,
3929,2015-09-10 13:12:21.082463,1441901541.077775,58.8113,36.0113,59.557199999999995,35.606,56.3302,38.19030000000001,
3930,2015-09-10 13:12:31.411257,1441901551.406579,58.8113,35.6643,59.557199999999995,35.606,56.3302,38.19030000000001,
3931,2015-09-10 13:12:41.922910,1441901561.917711,58.026300000000006,34.9703,59.557199999999995,35.404,56.7024,38.19030000000001,
3932,2015-09-10 13:12:52.263453,1441901572.257963,57.63380000000001,35.317299999999996,59.2163,35.202000000000005,56.3302,38.19030000000001,
3933,2015-09-10 13:13:02.771992,1441901582.766922,57.241299999999995,35.317299999999996,59.2163,35.202000000000005,56.3302,38.6452,
3934,2015-09-10 13:13:13.119027,1441901593.113906,58.026300000000006,35.6643,58.8754,35.202000000000005,56.3302,38.6452,
3935,2015-09-10 13:13:23.606874,1441901603.60156,58.026300000000006,35.6643,58.8754,35.202000000000005,55.958,38.19030000000001,
3936,2015-09-10 13:13:33.961722,1441901613.956534,58.026300000000006,35.317299999999996,59.2163,35.202000000000005,55.958,38.19030000000001,
3937,2015-09-10 13:13:44.491639,1441901624.486649,56.8488,34.9703,58.8754,35.0,55.958,37.735400000000006,
3938,2015-09-10 13:13:54.823040,1441901634.817996,56.8488,34.6233,58.8754,35.0,55.958,38.19030000000001,
3939,2015-09-10 13:14:05.292081,1441901645.287232,56.8488,34.9703,58.8754,35.0,55.5858,37.735400000000006,
3940,2015-09-10 13:14:15.649620,1441901655.644266,57.63380000000001,35.317299999999996,58.8754,35.0,55.5858,37.735400000000006,
3941,2015-09-10 13:14:26.144102,1441901666.138701,57.241299999999995,34.6233,58.534499999999994,34.596000000000004,55.5858,37.735400000000006,
3942,2015-09-10 13:14:36.490277,1441901676.485038,57.241299999999995,34.9703,58.193599999999996,34.798,55.5858,37.735400000000006,
3943,2015-09-10 13:14:46.942572,1441901686.937666,56.4563,34.6233,58.534499999999994,34.394,55.2136,37.735400000000006,
3944,2015-09-10 13:14:57.285877,1441901697.280896,56.4563,34.6233,58.193599999999996,34.596000000000004,55.2136,37.735400000000006,
3945,2015-09-10 13:15:07.780169,1441901707.774721,56.8488,35.317299999999996,57.8527,34.798,54.8414,37.735400000000006,
3946,2015-09-10 13:15:18.127762,1441901718.122563,56.8488,34.9703,57.511799999999994,35.0,54.4692,38.19030000000001,
3947,2015-09-10 13:15:28.581618,1441901728.576498,55.6713,34.9703,57.170899999999996,35.0,54.8414,38.19030000000001,
3948,2015-09-10 13:15:38.930397,1441901738.925265,56.4563,34.9703,57.511799999999994,34.798,54.4692,38.19030000000001,
3949,2015-09-10 13:15:49.425649,1441901749.420117,56.0638,34.2763,57.170899999999996,34.596000000000004,54.4692,38.19030000000001,
3950,2015-09-10 13:15:59.761957,1441901759.756936,56.0638,34.2763,57.170899999999996,34.394,54.4692,38.19030000000001,
3951,2015-09-10 13:16:10.308000,1441901770.302943,56.0638,34.6233,57.170899999999996,34.596000000000004,54.4692,38.19030000000001,
3952,2015-09-10 13:16:20.688325,1441901780.682468,55.6713,34.2763,57.170899999999996,34.192,54.097,38.19030000000001,
3953,2015-09-10 13:16:31.198676,1441901791.1918,55.6713,34.6233,57.170899999999996,34.192,53.724799999999995,37.735400000000006,
3954,2015-09-10 13:16:52.010139,1441901812.00501,55.278800000000004,34.6233,56.83,34.192,53.724799999999995,37.735400000000006,
3955,2015-09-10 13:17:02.187396,1441901822.182069,55.278800000000004,34.2763,56.48909999999999,34.192,54.097,37.735400000000006,
3956,2015-09-10 13:17:12.828367,1441901832.822249,54.8863,33.9293,56.48909999999999,34.192,53.724799999999995,37.2805,
3957,2015-09-10 13:17:33.717365,1441901853.712065,55.278800000000004,34.6233,56.148199999999996,34.394,53.352599999999995,37.2805,
3958,2015-09-10 13:17:44.077787,1441901864.072427,55.278800000000004,34.6233,56.148199999999996,34.394,53.352599999999995,37.2805,
3959,2015-09-10 13:17:54.704722,1441901874.699256,54.4938,34.6233,56.148199999999996,34.192,52.980399999999996,37.2805,
3960,2015-09-10 13:18:15.629650,1441901895.623836,54.4938,34.2763,56.148199999999996,34.192,52.980399999999996,36.82560000000001,
3961,2015-09-10 13:18:26.002205,1441901905.996771,54.4938,33.9293,55.8073,33.99,52.980399999999996,36.82560000000001,
3962,2015-09-10 13:18:36.500537,1441901916.495273,54.8863,34.2763,55.8073,33.99,52.980399999999996,36.82560000000001,
3963,2015-09-10 13:18:46.870028,1441901926.864649,54.8863,34.2763,55.8073,33.99,52.6082,37.2805,
3964,2015-09-10 13:18:57.366130,1441901937.360578,54.4938,33.9293,55.46639999999999,33.99,52.980399999999996,36.82560000000001,
3965,2015-09-10 13:19:07.735155,1441901947.729778,54.4938,33.9293,55.8073,33.99,52.6082,36.82560000000001,
3966,2015-09-10 13:19:18.245569,1441901958.239686,54.4938,33.9293,55.46639999999999,33.99,52.6082,36.82560000000001,
3967,2015-09-10 13:19:39.059865,1441901979.054023,53.708800000000004,33.9293,55.125499999999995,33.586,52.236,36.82560000000001,
3968,2015-09-10 13:19:59.857236,1441901999.851755,54.1013,34.2763,55.125499999999995,33.788000000000004,52.236,36.82560000000001,
3969,2015-09-10 13:20:10.239396,1441902010.233907,53.708800000000004,33.9293,54.7846,33.788000000000004,52.236,36.37070000000001,
3970,2015-09-10 13:20:20.754529,1441902020.748526,53.708800000000004,33.9293,54.44369999999999,33.788000000000004,51.8638,36.82560000000001,
3971,2015-09-10 13:20:41.674162,1441902041.668518,52.9238,34.2763,54.44369999999999,33.788000000000004,51.8638,36.82560000000001,
3972,2015-09-10 13:20:52.090383,1441902052.084631,52.9238,34.2763,54.102799999999995,33.788000000000004,51.8638,36.82560000000001,
3973,2015-09-10 13:21:02.550515,1441902062.544371,53.316300000000005,33.9293,54.44369999999999,33.586,51.4916,36.37070000000001,
3974,2015-09-10 13:21:12.550203,1441902072.54429,53.316300000000005,33.9293,54.102799999999995,33.586,51.4916,36.37070000000001,
3975,2015-09-10 13:21:23.453580,1441902083.447906,52.9238,33.9293,54.102799999999995,33.586,51.4916,36.82560000000001,
3976,2015-09-10 13:21:44.352570,1441902104.346449,53.316300000000005,33.9293,54.102799999999995,33.384,51.4916,36.37070000000001,
3977,2015-09-10 13:21:54.315513,1441902114.309892,52.9238,33.9293,53.7619,33.384,51.1194,36.37070000000001,
3978,2015-09-10 13:22:05.210911,1441902125.204297,52.9238,33.5823,53.42099999999999,33.384,51.1194,35.915800000000004,
3979,2015-09-10 13:22:15.167686,1441902135.162054,52.9238,33.9293,53.7619,33.384,51.1194,35.915800000000004,
3980,2015-09-10 13:22:26.100250,1441902146.09377,52.1388,33.235299999999995,53.7619,32.980000000000004,50.7472,35.915800000000004,
3981,2015-09-10 13:22:36.072687,1441902156.067141,52.1388,33.235299999999995,53.42099999999999,32.980000000000004,50.7472,35.915800000000004,
3982,2015-09-10 13:22:46.906816,1441902166.900973,52.5313,33.235299999999995,53.42099999999999,33.182,51.1194,35.915800000000004,
3983,2015-09-10 13:23:07.772664,1441902187.766876,51.746300000000005,32.8883,53.080099999999995,33.182,50.7472,36.37070000000001,
3984,2015-09-10 13:23:17.782774,1441902197.776645,51.746300000000005,33.235299999999995,52.7392,33.182,50.7472,35.915800000000004,
3985,2015-09-10 13:23:28.704617,1441902208.698752,51.746300000000005,33.5823,52.7392,33.182,50.375,36.37070000000001,
3986,2015-09-10 13:23:38.756416,1441902218.750498,52.1388,33.5823,53.080099999999995,33.182,50.375,35.915800000000004,
3987,2015-09-10 13:23:49.603720,1441902229.597361,51.3538,32.8883,52.7392,32.778,50.0028,35.915800000000004,
3988,2015-09-10 13:23:59.596625,1441902239.590695,51.3538,32.8883,52.7392,32.778,50.0028,35.915800000000004,
3989,2015-09-10 13:24:10.437733,1441902250.43192,51.3538,33.5823,52.3983,33.182,50.0028,36.37070000000001,
3990,2015-09-10 13:24:31.322716,1441902271.316477,51.746300000000005,33.235299999999995,52.3983,32.980000000000004,50.0028,35.915800000000004,
3991,2015-09-10 13:24:41.325431,1441902281.322235,51.3538,32.8883,52.3983,32.778,49.6306,35.915800000000004,
3992,2015-09-10 13:24:52.157857,1441902292.154997,51.3538,32.8883,52.3983,32.778,49.6306,35.4609,
3993,2015-09-10 13:25:02.169938,1441902302.167029,50.9613,32.8883,52.057399999999994,32.980000000000004,49.6306,35.915800000000004,
3994,2015-09-10 13:25:13.017400,1441902313.014456,51.3538,33.5823,52.057399999999994,32.980000000000004,49.6306,35.4609,
3995,2015-09-10 13:25:23.007248,1441902323.004588,51.3538,33.235299999999995,52.057399999999994,32.778,49.2584,35.915800000000004,
3996,2015-09-10 13:25:33.925139,1441902333.92226,51.3538,33.235299999999995,51.716499999999996,32.778,49.2584,35.4609,
3997,2015-09-10 13:25:43.943308,1441902343.94017,50.9613,32.8883,51.716499999999996,32.778,49.2584,35.4609,
3998,2015-09-10 13:25:54.793417,1441902354.790491,50.9613,33.235299999999995,51.716499999999996,32.778,49.2584,35.4609,
3999,2015-09-10 13:26:04.825852,1441902364.822704,50.9613,32.8883,51.716499999999996,32.576,49.2584,35.00600000000001,
4000,2015-09-10 13:26:15.743740,1441902375.740509,50.9613,33.235299999999995,51.3756,32.576,48.886199999999995,35.4609,
4001,2015-09-10 13:26:25.773745,1441902385.770574,50.176300000000005,32.8883,51.716499999999996,32.374,48.886199999999995,35.4609,
4002,2015-09-10 13:26:36.851024,1441902396.848154,50.9613,33.235299999999995,51.716499999999996,32.576,48.886199999999995,35.4609,
4003,2015-09-10 13:26:46.903798,1441902406.90052,50.5688,32.8883,51.716499999999996,32.576,48.886199999999995,35.00600000000001,
4004,2015-09-10 13:26:58.031299,1441902418.028242,50.5688,32.8883,51.034699999999994,32.576,48.513999999999996,35.00600000000001,
4005,2015-09-10 13:27:08.071483,1441902428.068316,50.5688,32.8883,51.3756,32.576,48.513999999999996,35.00600000000001,
4006,2015-09-10 13:27:19.014531,1441902439.011539,50.5688,32.8883,51.034699999999994,32.576,48.513999999999996,35.00600000000001,
4007,2015-09-10 13:27:29.056800,1441902449.052722,49.7838,32.5413,51.034699999999994,32.374,48.513999999999996,35.00600000000001,
4008,2015-09-10 13:27:40.047247,1441902460.044093,50.176300000000005,32.5413,51.034699999999994,32.576,48.513999999999996,35.00600000000001,
4009,2015-09-10 13:27:50.083375,1441902470.079253,49.3913,32.5413,51.034699999999994,32.374,48.141799999999996,35.00600000000001,
4010,2015-09-10 13:28:01.080433,1441902481.077136,49.3913,32.5413,50.693799999999996,32.374,48.141799999999996,35.00600000000001,
4011,2015-09-10 13:28:11.121970,1441902491.118696,49.7838,32.5413,50.693799999999996,32.374,48.141799999999996,35.00600000000001,
4012,2015-09-10 13:28:22.073527,1441902502.070141,49.7838,32.8883,50.693799999999996,32.576,48.141799999999996,35.4609,
4013,2015-09-10 13:28:32.079143,1441902512.076149,49.7838,32.8883,50.693799999999996,32.576,48.141799999999996,35.915800000000004,
4014,2015-09-10 13:28:43.141184,1441902523.138046,48.9988,32.5413,50.01199999999999,32.576,48.141799999999996,35.4609,
4015,2015-09-10 13:28:53.201713,1441902533.197857,49.3913,32.8883,50.3529,32.576,48.141799999999996,35.4609,
4016,2015-09-10 13:29:04.154756,1441902544.151249,48.606300000000005,32.1943,50.3529,32.172000000000004,48.141799999999996,35.4609,
4017,2015-09-10 13:29:14.203358,1441902554.199836,49.3913,32.5413,50.01199999999999,32.374,47.7696,35.4609,
4018,2015-09-10 13:29:25.139751,1441902565.136337,49.3913,32.1943,50.01199999999999,32.374,47.7696,35.4609,
4019,2015-09-10 13:29:35.195669,1441902575.192097,48.606300000000005,32.1943,50.01199999999999,32.172000000000004,47.7696,35.4609,
4020,2015-09-10 13:29:46.147316,1441902586.143909,48.606300000000005,31.847299999999997,50.01199999999999,32.172000000000004,47.7696,35.4609,
4021,2015-09-10 13:29:56.166598,1441902596.163414,48.2138,32.5413,50.01199999999999,32.374,47.3974,35.915800000000004,
4022,2015-09-10 13:30:07.127180,1441902607.123886,49.3913,32.5413,50.01199999999999,32.374,47.3974,35.915800000000004,
4023,2015-09-10 13:30:17.156530,1441902617.153326,48.606300000000005,32.1943,49.671099999999996,32.172000000000004,47.3974,35.4609,
4024,2015-09-10 13:30:28.132164,1441902628.12872,48.9988,32.5413,49.3302,32.374,47.3974,35.4609,
4025,2015-09-10 13:30:38.204236,1441902638.200683,48.9988,32.5413,49.3302,32.374,47.3974,35.4609,
4026,2015-09-10 13:30:49.138635,1441902649.135031,48.606300000000005,32.1943,49.3302,32.172000000000004,47.3974,35.4609,
4027,2015-09-10 13:30:59.170442,1441902659.167208,48.606300000000005,32.5413,49.3302,32.374,47.0252,35.4609,
4028,2015-09-10 13:31:10.118713,1441902670.115041,48.606300000000005,32.5413,49.3302,32.172000000000004,47.0252,35.4609,
4029,2015-09-10 13:31:20.189580,1441902680.18577,48.606300000000005,32.1943,49.3302,32.172000000000004,47.0252,35.00600000000001,
4030,2015-09-10 13:31:31.116189,1441902691.112438,47.8213,31.847299999999997,48.98929999999999,31.97,47.0252,35.4609,
4031,2015-09-10 13:31:41.191245,1441902701.187271,47.8213,32.1943,49.3302,31.768,46.653,35.00600000000001,
4032,2015-09-10 13:31:52.087358,1441902712.083678,47.8213,31.847299999999997,48.98929999999999,31.97,47.0252,35.00600000000001,
4033,2015-09-10 13:32:02.143053,1441902722.139633,47.8213,31.847299999999997,48.648399999999995,31.97,47.0252,35.00600000000001,
4034,2015-09-10 13:32:13.074733,1441902733.070606,47.4288,32.1943,48.648399999999995,31.97,46.653,35.4609,
4035,2015-09-10 13:32:23.123106,1441902743.119664,47.4288,32.5413,48.3075,31.97,46.653,35.4609,
4036,2015-09-10 13:32:34.026561,1441902754.023063,48.2138,32.1943,48.648399999999995,31.97,46.653,35.00600000000001,
4037,2015-09-10 13:32:44.084554,1441902764.080967,48.2138,32.1943,48.3075,31.97,46.2808,35.00600000000001,
4038,2015-09-10 13:32:55.117833,1441902775.114425,48.2138,32.1943,48.3075,31.97,46.2808,35.00600000000001,
4039,2015-09-10 13:33:05.171064,1441902785.167577,47.036300000000004,32.1943,48.3075,31.97,46.2808,35.00600000000001,
4040,2015-09-10 13:33:16.092736,1441902796.088939,47.8213,31.847299999999997,48.3075,31.97,46.2808,34.551100000000005,
4041,2015-09-10 13:33:26.198614,1441902806.194773,47.4288,31.847299999999997,48.3075,31.768,46.2808,35.00600000000001,
4042,2015-09-10 13:33:37.178439,1441902817.174787,47.8213,32.1943,48.3075,31.97,45.9086,35.00600000000001,
4043,2015-09-10 13:33:47.287947,1441902827.28403,47.8213,31.847299999999997,47.9666,31.97,45.9086,34.551100000000005,
4044,2015-09-10 13:33:58.268524,1441902838.264747,47.036300000000004,32.1943,47.9666,31.768,45.9086,35.00600000000001,
4045,2015-09-10 13:34:08.367819,1441902848.363911,47.8213,32.1943,47.9666,31.97,45.9086,34.551100000000005,
4046,2015-09-10 13:34:19.413959,1441902859.409811,47.4288,31.847299999999997,47.625699999999995,31.768,45.9086,34.551100000000005,
4047,2015-09-10 13:34:29.491765,1441902869.488069,47.036300000000004,32.1943,47.625699999999995,31.768,45.9086,35.00600000000001,
4048,2015-09-10 13:34:40.418827,1441902880.413664,47.4288,31.847299999999997,47.625699999999995,31.768,45.5364,34.551100000000005,
4049,2015-09-10 13:34:50.524137,1441902890.520047,47.4288,32.1943,47.2848,31.768,45.5364,34.551100000000005,
4050,2015-09-10 13:35:01.428611,1441902901.424507,46.6438,31.847299999999997,47.625699999999995,31.566000000000003,45.5364,34.0962,
4051,2015-09-10 13:35:11.534771,1441902911.53068,47.036300000000004,31.847299999999997,47.625699999999995,31.566000000000003,45.5364,34.0962,
4052,2015-09-10 13:35:22.417071,1441902922.413023,47.036300000000004,32.1943,47.625699999999995,31.566000000000003,45.5364,34.551100000000005,
4053,2015-09-10 13:35:32.527532,1441902932.523477,47.036300000000004,32.1943,47.625699999999995,31.566000000000003,45.1642,34.551100000000005,
4054,2015-09-10 13:35:43.363329,1441902943.359373,46.6438,31.500299999999996,47.625699999999995,31.364000000000004,45.5364,34.0962,
4055,2015-09-10 13:35:53.443153,1441902953.439326,46.2513,31.847299999999997,47.2848,31.566000000000003,45.5364,34.551100000000005,
4056,2015-09-10 13:36:04.504901,1441902964.500992,46.6438,31.500299999999996,47.625699999999995,31.364000000000004,45.1642,34.551100000000005,
4057,2015-09-10 13:36:14.785369,1441902974.781416,46.2513,31.500299999999996,47.2848,31.566000000000003,45.1642,34.551100000000005,
4058,2015-09-10 13:36:25.657676,1441902985.653824,46.6438,31.500299999999996,47.2848,31.566000000000003,45.1642,34.0962,
4059,2015-09-10 13:36:35.754879,1441902995.750776,46.6438,31.500299999999996,47.2848,31.364000000000004,44.792,34.0962,
4060,2015-09-10 13:36:46.596266,1441903006.592279,46.6438,31.500299999999996,46.9439,31.566000000000003,45.1642,34.0962,
4061,2015-09-10 13:36:56.717585,1441903016.713287,46.6438,31.500299999999996,46.9439,31.566000000000003,44.792,34.0962,
4062,2015-09-10 13:37:07.589223,1441903027.585256,45.8588,31.500299999999996,46.9439,31.162,44.792,34.0962,
4063,2015-09-10 13:37:17.727244,1441903037.723113,45.8588,31.1533,46.602999999999994,31.162,44.792,34.551100000000005,
4064,2015-09-10 13:37:28.492411,1441903048.488255,45.8588,31.1533,46.602999999999994,31.162,44.792,34.0962,
4065,2015-09-10 13:37:38.628181,1441903058.623926,46.2513,31.1533,46.602999999999994,31.364000000000004,44.792,34.0962,
4066,2015-09-10 13:37:49.419836,1441903069.415557,45.8588,30.8063,46.2621,31.162,44.792,34.0962,
4067,2015-09-10 13:37:59.556009,1441903079.551593,46.2513,31.847299999999997,46.2621,31.364000000000004,44.4198,34.0962,
4068,2015-09-10 13:38:10.411700,1441903090.405991,45.8588,31.500299999999996,46.602999999999994,30.96,44.4198,34.0962,
4069,2015-09-10 13:38:20.546815,1441903100.541975,45.466300000000004,31.500299999999996,46.2621,31.162,44.4198,34.0962,
4070,2015-09-10 13:38:31.387700,1441903111.383384,45.466300000000004,31.1533,46.602999999999994,30.96,44.4198,34.0962,
4071,2015-09-10 13:38:41.514021,1441903121.509393,45.466300000000004,31.847299999999997,46.2621,31.162,44.4198,34.0962,
4072,2015-09-10 13:38:52.269672,1441903132.265263,46.2513,31.500299999999996,46.602999999999994,31.162,44.047599999999996,34.0962,
4073,2015-09-10 13:39:02.419708,1441903142.411554,45.8588,31.1533,46.2621,31.162,44.047599999999996,33.64130000000001,
4074,2015-09-10 13:39:13.100035,1441903153.095951,45.466300000000004,30.8063,46.2621,30.96,44.4198,34.0962,
4075,2015-09-10 13:39:23.255473,1441903163.25094,45.0738,31.1533,46.2621,30.758000000000003,44.047599999999996,34.0962,
4076,2015-09-10 13:39:34.024312,1441903174.019713,45.0738,30.8063,45.9212,30.96,44.4198,34.0962,
4077,2015-09-10 13:39:44.181447,1441903184.177313,45.0738,31.500299999999996,46.2621,30.96,44.047599999999996,34.0962,
4078,2015-09-10 13:39:54.914222,1441903194.909613,45.466300000000004,31.1533,46.2621,30.96,44.047599999999996,33.64130000000001,
4079,2015-09-10 13:40:05.064409,1441903205.059783,45.8588,31.500299999999996,46.2621,30.96,43.675399999999996,33.64130000000001,
4080,2015-09-10 13:40:15.799182,1441903215.794194,45.0738,31.1533,45.9212,30.758000000000003,43.675399999999996,33.64130000000001,
4081,2015-09-10 13:40:25.920412,1441903225.915893,45.0738,31.1533,45.9212,30.758000000000003,43.675399999999996,33.64130000000001,
4082,2015-09-10 13:40:36.680558,1441903236.676282,45.0738,31.1533,45.580299999999994,30.96,44.047599999999996,33.64130000000001,
4083,2015-09-10 13:40:46.817747,1441903246.813431,45.0738,31.1533,45.580299999999994,30.758000000000003,43.675399999999996,34.0962,
4084,2015-09-10 13:40:57.612674,1441903257.608069,44.6813,31.1533,45.580299999999994,30.758000000000003,43.675399999999996,34.0962,
4085,2015-09-10 13:41:07.731674,1441903267.727488,44.2888,31.500299999999996,45.239399999999996,30.96,43.675399999999996,34.0962,
4086,2015-09-10 13:41:18.502459,1441903278.497925,44.6813,31.1533,45.580299999999994,30.556000000000004,43.675399999999996,34.0962,
4087,2015-09-10 13:41:28.691098,1441903288.686484,44.6813,31.500299999999996,45.239399999999996,30.96,43.3032,34.0962,
4088,2015-09-10 13:41:39.358758,1441903299.354509,44.2888,31.500299999999996,45.239399999999996,30.96,43.3032,34.0962,
4089,2015-09-10 13:41:49.487284,1441903309.483033,44.6813,31.500299999999996,45.239399999999996,30.96,43.3032,34.0962,
4090,2015-09-10 13:42:00.243308,1441903320.23881,45.0738,31.500299999999996,45.580299999999994,30.758000000000003,43.3032,33.64130000000001,
4091,2015-09-10 13:42:10.419441,1441903330.414517,45.0738,31.500299999999996,45.239399999999996,30.758000000000003,43.3032,33.64130000000001,
4092,2015-09-10 13:42:21.282380,1441903341.277597,44.2888,31.1533,45.239399999999996,30.354,43.3032,34.0962,
4093,2015-09-10 13:42:31.428022,1441903351.423509,45.0738,31.1533,44.8985,30.758000000000003,43.3032,34.0962,
4094,2015-09-10 13:42:42.214970,1441903362.210025,43.896300000000004,30.8063,44.8985,30.556000000000004,42.931,33.64130000000001,
4095,2015-09-10 13:42:52.397113,1441903372.392583,43.896300000000004,31.1533,44.8985,30.758000000000003,42.931,34.0962,
4096,2015-09-10 13:43:03.214117,1441903383.209407,44.2888,30.8063,44.557599999999994,30.758000000000003,43.3032,33.64130000000001,
4097,2015-09-10 13:43:13.362046,1441903393.357569,43.896300000000004,30.8063,44.8985,30.556000000000004,42.931,33.64130000000001,
4098,2015-09-10 13:43:24.176223,1441903404.17129,44.6813,30.8063,44.8985,30.556000000000004,42.931,33.64130000000001,
4099,2015-09-10 13:43:34.368291,1441903414.363663,43.896300000000004,30.8063,44.8985,30.556000000000004,42.931,33.64130000000001,
