Arquivo gerado automaticamente - Dados do forno - LAFAC USP 
 
 
chave 	 Data e horario completo  	t_0 		s1 	s2 	s3 	s4 	s5 	s6	experimento
3832	2015-09-10 12:55:31.547694	1441900531.54	74.5113	40.8693	76.6022	40.858	73.0792	44.5589	None	
3833	2015-09-10 12:55:42.088805	1441900542.09	74.1188	40.5223	75.9204	41.262	72.707	44.5589	None	
3834	2015-09-10 12:55:52.307237	1441900552.3	74.1188	40.5223	75.9204	41.06	72.707	44.104	None	
3835	2015-09-10 12:56:02.852968	1441900562.85	73.3338	40.8693	75.5795	41.06	72.3348	44.5589	None	
3836	2015-09-10 12:56:13.090872	1441900573.09	73.3338	40.5223	75.5795	40.858	72.3348	44.5589	None	
3837	2015-09-10 12:56:23.634897	1441900583.63	74.1188	40.8693	75.5795	40.858	71.9626	43.6491	None	
3838	2015-09-10 12:56:33.853628	1441900593.85	74.1188	40.8693	75.2386	40.656	71.5904	44.104	None	
3839	2015-09-10 12:56:44.376615	1441900604.37	72.9413	40.5223	75.2386	40.252	71.5904	44.104	None	
3840	2015-09-10 12:56:54.597456	1441900614.59	73.3338	40.5223	74.8977	40.252	71.2182	44.104	None	
3841	2015-09-10 12:57:05.102419	1441900625.1	72.5488	40.1753	74.5568	40.252	70.846	43.6491	None	
3842	2015-09-10 12:57:15.323533	1441900635.32	72.1563	40.1753	74.5568	40.252	70.846	43.6491	None	
3843	2015-09-10 12:57:25.816427	1441900645.81	72.1563	39.8283	74.2159	40.05	70.4738	43.1942	None	
3844	2015-09-10 12:57:36.025369	1441900656.02	71.7638	39.8283	73.875	39.848	70.4738	43.6491	None	
3845	2015-09-10 12:57:46.535561	1441900666.53	71.7638	40.5223	73.5341	40.05	70.1016	43.6491	None	
3846	2015-09-10 12:57:56.748759	1441900676.75	72.1563	40.5223	73.1932	40.252	69.7294	43.6491	None	
3847	2015-09-10 12:58:07.256054	1441900687.25	71.7638	40.8693	72.8523	40.252	69.7294	43.6491	None	
3848	2015-09-10 12:58:17.492191	1441900697.49	70.9788	40.1753	72.8523	40.252	69.7294	44.104	None	
3849	2015-09-10 12:58:27.990916	1441900707.99	71.3713	39.8283	72.8523	39.646	69.7294	43.6491	None	
3850	2015-09-10 12:58:38.237858	1441900718.23	71.7638	40.1753	72.5114	40.252	68.985	44.104	None	
3851	2015-09-10 12:58:48.713149	1441900728.71	70.1938	39.8283	71.8296	40.252	68.985	44.104	None	
3852	2015-09-10 12:58:58.934459	1441900738.93	70.9788	39.1343	71.8296	40.05	68.985	43.6491	None	
3853	2015-09-10 12:59:09.648328	1441900749.64	70.9788	39.4813	71.8296	40.05	68.6128	43.6491	None	
3854	2015-09-10 12:59:19.882130	1441900759.88	70.5863	39.1343	71.4887	39.848	68.2406	43.6491	None	
3855	2015-09-10 12:59:30.485663	1441900770.48	69.8013	38.7873	71.4887	39.444	68.2406	43.6491	None	
3856	2015-09-10 12:59:40.721942	1441900780.72	69.8013	38.7873	71.1478	39.444	67.8684	43.1942	None	
3857	2015-09-10 12:59:51.353862	1441900791.35	69.0163	39.1343	70.8069	39.646	67.4962	43.1942	None	
3858	2015-09-10 13:00:01.583302	1441900801.58	69.0163	38.4403	70.466	39.242	67.8684	43.1942	None	
3859	2015-09-10 13:00:12.395008	1441900812.39	69.4088	39.1343	70.466	39.242	67.4962	43.1942	None	
3860	2015-09-10 13:00:22.624016	1441900822.62	68.6238	38.0933	70.466	39.04	67.124	42.7393	None	
3861	2015-09-10 13:00:33.309889	1441900833.31	68.6238	39.1343	70.1251	39.04	66.7518	42.7393	None	
3862	2015-09-10 13:00:43.541653	1441900843.54	67.8388	39.1343	69.7842	39.04	66.7518	42.7393	None	
3863	2015-09-10 13:00:54.120512	1441900854.12	67.8388	38.4403	69.7842	38.838	66.7518	42.2844	None	
3864	2015-09-10 13:01:04.355631	1441900864.35	67.8388	38.4403	69.7842	38.636	66.3796	42.2844	None	
3865	2015-09-10 13:01:14.990009	1441900874.99	68.2313	38.7873	70.1251	38.636	66.0074	41.8295	None	
3866	2015-09-10 13:01:25.252156	1441900885.25	67.0538	38.7873	69.7842	38.434	66.0074	41.8295	None	
3867	2015-09-10 13:01:35.770979	1441900895.77	67.0538	38.4403	69.4433	38.636	66.0074	41.8295	None	
3868	2015-09-10 13:01:46.030385	1441900906.03	67.0538	38.0933	69.4433	38.03	65.263	41.8295	None	
3869	2015-09-10 13:01:56.570494	1441900916.57	67.4463	38.0933	69.1024	38.232	65.6352	41.3746	None	
3870	2015-09-10 13:02:06.810030	1441900926.81	67.4463	38.7873	69.1024	38.232	64.8908	41.8295	None	
3871	2015-09-10 13:02:17.363003	1441900937.36	67.0538	38.4403	68.7615	38.03	64.8908	40.9197	None	
3872	2015-09-10 13:02:27.616715	1441900947.61	66.2688	38.7873	68.4206	38.232	64.8908	41.3746	None	
3873	2015-09-10 13:02:38.237695	1441900958.23	66.2688	38.0933	68.0797	38.232	64.8908	40.9197	None	
3874	2015-09-10 13:02:48.498476	1441900968.49	66.6613	38.0933	68.0797	38.232	64.5186	40.9197	None	
3875	2015-09-10 13:02:59.070964	1441900979.07	66.2688	38.4403	67.7388	38.434	64.1464	40.9197	None	
3876	2015-09-10 13:03:09.319687	1441900989.32	65.4838	37.7463	67.3979	38.232	64.1464	40.9197	None	
3877	2015-09-10 13:03:19.874325	1441900999.87	65.4838	38.0933	67.3979	38.03	64.1464	40.9197	None	
3878	2015-09-10 13:03:30.046043	1441901010.04	65.8763	38.0933	67.057	38.03	63.7742	40.4648	None	
3879	2015-09-10 13:03:40.684518	1441901020.68	65.8763	38.0933	66.7161	38.03	63.402	40.9197	None	
3880	2015-09-10 13:03:50.941891	1441901030.94	64.6988	37.3993	66.3752	38.03	63.7742	40.9197	None	
3881	2015-09-10 13:04:01.579406	1441901041.58	65.4838	37.7463	67.057	37.626	63.402	40.9197	None	
3882	2015-09-10 13:04:11.843600	1441901051.84	64.6988	37.3993	66.3752	37.626	63.402	40.4648	None	
3883	2015-09-10 13:04:22.415112	1441901062.41	65.0913	37.3993	66.3752	37.626	63.402	40.4648	None	
3884	2015-09-10 13:04:32.677051	1441901072.67	64.3063	37.0523	66.0343	37.626	63.0298	40.4648	None	
3885	2015-09-10 13:04:43.268297	1441901083.26	63.9138	37.7463	66.0343	37.626	62.6576	40.4648	None	
3886	2015-09-10 13:04:53.531171	1441901093.53	64.6988	37.7463	65.6934	37.626	62.6576	40.0099	None	
3887	2015-09-10 13:05:04.036611	1441901104.03	63.5213	37.3993	66.0343	37.424	62.6576	40.4648	None	
3888	2015-09-10 13:05:14.321496	1441901114.32	64.3063	37.3993	65.6934	37.424	62.2854	40.4648	None	
3889	2015-09-10 13:05:24.898348	1441901124.89	63.1288	37.3993	65.3525	37.222	62.2854	40.4648	None	
3890	2015-09-10 13:05:35.178395	1441901135.17	64.3063	37.3993	65.3525	37.222	61.9132	40.0099	None	
3891	2015-09-10 13:05:45.787596	1441901145.78	63.1288	37.7463	65.3525	37.222	61.9132	40.0099	None	
3892	2015-09-10 13:05:56.059462	1441901156.06	63.9138	37.7463	65.3525	37.222	61.541	40.0099	None	
3893	2015-09-10 13:06:06.553255	1441901166.55	62.7363	37.3993	64.6707	37.02	61.541	40.4648	None	
3894	2015-09-10 13:06:16.846372	1441901176.84	63.5213	37.3993	64.6707	37.02	61.541	40.0099	None	
3895	2015-09-10 13:06:27.369160	1441901187.36	62.3438	37.0523	64.6707	37.02	61.1688	40.4648	None	
3896	2015-09-10 13:06:37.644984	1441901197.64	62.7363	37.0523	64.3298	36.818	61.1688	40.4648	None	
3897	2015-09-10 13:06:48.074505	1441901208.07	63.1288	37.0523	64.3298	36.818	61.1688	40.0099	None	
3898	2015-09-10 13:06:58.350999	1441901218.35	62.3438	36.7053	64.3298	36.414	60.7966	40.0099	None	
3899	2015-09-10 13:07:08.821921	1441901228.82	62.7363	36.3583	63.9889	36.616	60.7966	39.555	None	
3900	2015-09-10 13:07:19.127132	1441901239.12	61.9513	36.0113	63.3071	36.616	60.7966	39.555	None	
3901	2015-09-10 13:07:29.553252	1441901249.55	62.3438	37.0523	63.3071	36.616	60.4244	39.555	None	
3902	2015-09-10 13:07:39.858813	1441901259.85	61.9513	36.3583	63.3071	36.414	60.0522	39.555	None	
3903	2015-09-10 13:07:50.321967	1441901270.32	62.3438	36.7053	63.3071	36.616	60.0522	39.555	None	
3904	2015-09-10 13:08:00.607717	1441901280.6	61.5588	36.0113	62.9662	36.414	60.0522	39.1001	None	
3905	2015-09-10 13:08:11.081977	1441901291.08	61.9513	36.3583	62.9662	36.414	60.0522	39.1001	None	
3906	2015-09-10 13:08:21.375936	1441901301.37	61.1663	36.0113	62.9662	36.414	59.68	39.1001	None	
3907	2015-09-10 13:08:31.839564	1441901311.83	61.1663	36.0113	62.2844	36.414	59.68	39.1001	None	
3908	2015-09-10 13:08:41.825169	1441901321.82	61.1663	36.0113	62.6253	36.212	59.68	38.6452	None	
3909	2015-09-10 13:08:52.729937	1441901332.73	60.7738	35.6643	62.6253	36.01	59.3078	39.1001	None	
3910	2015-09-10 13:09:03.029008	1441901343.02	60.3813	36.3583	62.2844	36.01	59.3078	39.1001	None	
3911	2015-09-10 13:09:13.446354	1441901353.44	60.7738	36.3583	62.6253	36.01	58.9356	38.6452	None	
3912	2015-09-10 13:09:23.760528	1441901363.76	60.3813	36.0113	62.6253	35.808	58.5634	38.6452	None	
3913	2015-09-10 13:09:34.235514	1441901374.23	60.7738	36.3583	62.2844	36.01	58.9356	39.1001	None	
3914	2015-09-10 13:09:44.530329	1441901384.53	60.3813	35.6643	61.9435	35.808	58.5634	39.1001	None	
3915	2015-09-10 13:09:54.942196	1441901394.94	60.7738	36.3583	61.6026	36.01	58.1912	38.6452	None	
3916	2015-09-10 13:10:05.309235	1441901405.3	60.3813	35.6643	61.6026	35.808	58.5634	38.6452	None	
3917	2015-09-10 13:10:15.859319	1441901415.85	60.3813	36.0113	61.6026	35.808	58.1912	38.6452	None	
3918	2015-09-10 13:10:26.188413	1441901426.18	59.9888	36.0113	61.2617	35.808	58.1912	38.1903	None	
3919	2015-09-10 13:10:36.710065	1441901436.71	59.9888	36.0113	60.9208	35.808	58.1912	38.6452	None	
3920	2015-09-10 13:10:47.042490	1441901447.04	59.9888	36.0113	60.9208	35.808	57.819	38.6452	None	
3921	2015-09-10 13:10:57.570979	1441901457.57	59.5963	36.0113	60.9208	35.808	57.819	38.6452	None	
3922	2015-09-10 13:11:07.879562	1441901467.87	59.5963	36.0113	60.5799	35.808	57.4468	38.1903	None	
3923	2015-09-10 13:11:18.437357	1441901478.43	59.2038	36.3583	60.5799	35.808	57.4468	38.6452	None	
3924	2015-09-10 13:11:28.768997	1441901488.76	59.2038	35.6643	60.5799	35.606	57.4468	38.1903	None	
3925	2015-09-10 13:11:39.397089	1441901499.39	58.4188	36.0113	60.239	35.606	57.0746	38.6452	None	
3926	2015-09-10 13:11:49.715507	1441901509.71	58.4188	35.3173	60.239	35.606	57.0746	38.6452	None	
3927	2015-09-10 13:12:00.264368	1441901520.26	58.8113	35.6643	59.8981	35.606	56.7024	38.6452	None	
3928	2015-09-10 13:12:10.607986	1441901530.6	58.8113	35.6643	59.8981	35.404	56.7024	38.6452	None	
3929	2015-09-10 13:12:21.082463	1441901541.08	58.8113	36.0113	59.5572	35.606	56.3302	38.1903	None	
3930	2015-09-10 13:12:31.411257	1441901551.41	58.8113	35.6643	59.5572	35.606	56.3302	38.1903	None	
3931	2015-09-10 13:12:41.922910	1441901561.92	58.0263	34.9703	59.5572	35.404	56.7024	38.1903	None	
3932	2015-09-10 13:12:52.263453	1441901572.26	57.6338	35.3173	59.2163	35.202	56.3302	38.1903	None	
3933	2015-09-10 13:13:02.771992	1441901582.77	57.2413	35.3173	59.2163	35.202	56.3302	38.6452	None	
3934	2015-09-10 13:13:13.119027	1441901593.11	58.0263	35.6643	58.8754	35.202	56.3302	38.6452	None	
3935	2015-09-10 13:13:23.606874	1441901603.6	58.0263	35.6643	58.8754	35.202	55.958	38.1903	None	
3936	2015-09-10 13:13:33.961722	1441901613.96	58.0263	35.3173	59.2163	35.202	55.958	38.1903	None	
3937	2015-09-10 13:13:44.491639	1441901624.49	56.8488	34.9703	58.8754	35.0	55.958	37.7354	None	
3938	2015-09-10 13:13:54.823040	1441901634.82	56.8488	34.6233	58.8754	35.0	55.958	38.1903	None	
3939	2015-09-10 13:14:05.292081	1441901645.29	56.8488	34.9703	58.8754	35.0	55.5858	37.7354	None	
3940	2015-09-10 13:14:15.649620	1441901655.64	57.6338	35.3173	58.8754	35.0	55.5858	37.7354	None	
3941	2015-09-10 13:14:26.144102	1441901666.14	57.2413	34.6233	58.5345	34.596	55.5858	37.7354	None	
3942	2015-09-10 13:14:36.490277	1441901676.49	57.2413	34.9703	58.1936	34.798	55.5858	37.7354	None	
3943	2015-09-10 13:14:46.942572	1441901686.94	56.4563	34.6233	58.5345	34.394	55.2136	37.7354	None	
3944	2015-09-10 13:14:57.285877	1441901697.28	56.4563	34.6233	58.1936	34.596	55.2136	37.7354	None	
3945	2015-09-10 13:15:07.780169	1441901707.77	56.8488	35.3173	57.8527	34.798	54.8414	37.7354	None	
3946	2015-09-10 13:15:18.127762	1441901718.12	56.8488	34.9703	57.5118	35.0	54.4692	38.1903	None	
3947	2015-09-10 13:15:28.581618	1441901728.58	55.6713	34.9703	57.1709	35.0	54.8414	38.1903	None	
3948	2015-09-10 13:15:38.930397	1441901738.93	56.4563	34.9703	57.5118	34.798	54.4692	38.1903	None	
3949	2015-09-10 13:15:49.425649	1441901749.42	56.0638	34.2763	57.1709	34.596	54.4692	38.1903	None	
3950	2015-09-10 13:15:59.761957	1441901759.76	56.0638	34.2763	57.1709	34.394	54.4692	38.1903	None	
3951	2015-09-10 13:16:10.308000	1441901770.3	56.0638	34.6233	57.1709	34.596	54.4692	38.1903	None	
3952	2015-09-10 13:16:20.688325	1441901780.68	55.6713	34.2763	57.1709	34.192	54.097	38.1903	None	
3953	2015-09-10 13:16:31.198676	1441901791.19	55.6713	34.6233	57.1709	34.192	53.7248	37.7354	None	
3954	2015-09-10 13:16:52.010139	1441901812.01	55.2788	34.6233	56.83	34.192	53.7248	37.7354	None	
3955	2015-09-10 13:17:02.187396	1441901822.18	55.2788	34.2763	56.4891	34.192	54.097	37.7354	None	
3956	2015-09-10 13:17:12.828367	1441901832.82	54.8863	33.9293	56.4891	34.192	53.7248	37.2805	None	
3957	2015-09-10 13:17:33.717365	1441901853.71	55.2788	34.6233	56.1482	34.394	53.3526	37.2805	None	
3958	2015-09-10 13:17:44.077787	1441901864.07	55.2788	34.6233	56.1482	34.394	53.3526	37.2805	None	
3959	2015-09-10 13:17:54.704722	1441901874.7	54.4938	34.6233	56.1482	34.192	52.9804	37.2805	None	
3960	2015-09-10 13:18:15.629650	1441901895.62	54.4938	34.2763	56.1482	34.192	52.9804	36.8256	None	
3961	2015-09-10 13:18:26.002205	1441901906.0	54.4938	33.9293	55.8073	33.99	52.9804	36.8256	None	
3962	2015-09-10 13:18:36.500537	1441901916.5	54.8863	34.2763	55.8073	33.99	52.9804	36.8256	None	
3963	2015-09-10 13:18:46.870028	1441901926.86	54.8863	34.2763	55.8073	33.99	52.6082	37.2805	None	
3964	2015-09-10 13:18:57.366130	1441901937.36	54.4938	33.9293	55.4664	33.99	52.9804	36.8256	None	
3965	2015-09-10 13:19:07.735155	1441901947.73	54.4938	33.9293	55.8073	33.99	52.6082	36.8256	None	
3966	2015-09-10 13:19:18.245569	1441901958.24	54.4938	33.9293	55.4664	33.99	52.6082	36.8256	None	
3967	2015-09-10 13:19:39.059865	1441901979.05	53.7088	33.9293	55.1255	33.586	52.236	36.8256	None	
3968	2015-09-10 13:19:59.857236	1441901999.85	54.1013	34.2763	55.1255	33.788	52.236	36.8256	None	
3969	2015-09-10 13:20:10.239396	1441902010.23	53.7088	33.9293	54.7846	33.788	52.236	36.3707	None	
3970	2015-09-10 13:20:20.754529	1441902020.75	53.7088	33.9293	54.4437	33.788	51.8638	36.8256	None	
3971	2015-09-10 13:20:41.674162	1441902041.67	52.9238	34.2763	54.4437	33.788	51.8638	36.8256	None	
3972	2015-09-10 13:20:52.090383	1441902052.08	52.9238	34.2763	54.1028	33.788	51.8638	36.8256	None	
3973	2015-09-10 13:21:02.550515	1441902062.54	53.3163	33.9293	54.4437	33.586	51.4916	36.3707	None	
3974	2015-09-10 13:21:12.550203	1441902072.54	53.3163	33.9293	54.1028	33.586	51.4916	36.3707	None	
3975	2015-09-10 13:21:23.453580	1441902083.45	52.9238	33.9293	54.1028	33.586	51.4916	36.8256	None	
3976	2015-09-10 13:21:44.352570	1441902104.35	53.3163	33.9293	54.1028	33.384	51.4916	36.3707	None	
3977	2015-09-10 13:21:54.315513	1441902114.31	52.9238	33.9293	53.7619	33.384	51.1194	36.3707	None	
3978	2015-09-10 13:22:05.210911	1441902125.2	52.9238	33.5823	53.421	33.384	51.1194	35.9158	None	
3979	2015-09-10 13:22:15.167686	1441902135.16	52.9238	33.9293	53.7619	33.384	51.1194	35.9158	None	
3980	2015-09-10 13:22:26.100250	1441902146.09	52.1388	33.2353	53.7619	32.98	50.7472	35.9158	None	
3981	2015-09-10 13:22:36.072687	1441902156.07	52.1388	33.2353	53.421	32.98	50.7472	35.9158	None	
3982	2015-09-10 13:22:46.906816	1441902166.9	52.5313	33.2353	53.421	33.182	51.1194	35.9158	None	
3983	2015-09-10 13:23:07.772664	1441902187.77	51.7463	32.8883	53.0801	33.182	50.7472	36.3707	None	
3984	2015-09-10 13:23:17.782774	1441902197.78	51.7463	33.2353	52.7392	33.182	50.7472	35.9158	None	
3985	2015-09-10 13:23:28.704617	1441902208.7	51.7463	33.5823	52.7392	33.182	50.375	36.3707	None	
3986	2015-09-10 13:23:38.756416	1441902218.75	52.1388	33.5823	53.0801	33.182	50.375	35.9158	None	
3987	2015-09-10 13:23:49.603720	1441902229.6	51.3538	32.8883	52.7392	32.778	50.0028	35.9158	None	
3988	2015-09-10 13:23:59.596625	1441902239.59	51.3538	32.8883	52.7392	32.778	50.0028	35.9158	None	
3989	2015-09-10 13:24:10.437733	1441902250.43	51.3538	33.5823	52.3983	33.182	50.0028	36.3707	None	
3990	2015-09-10 13:24:31.322716	1441902271.32	51.7463	33.2353	52.3983	32.98	50.0028	35.9158	None	
3991	2015-09-10 13:24:41.325431	1441902281.32	51.3538	32.8883	52.3983	32.778	49.6306	35.9158	None	
3992	2015-09-10 13:24:52.157857	1441902292.15	51.3538	32.8883	52.3983	32.778	49.6306	35.4609	None	
3993	2015-09-10 13:25:02.169938	1441902302.17	50.9613	32.8883	52.0574	32.98	49.6306	35.9158	None	
3994	2015-09-10 13:25:13.017400	1441902313.01	51.3538	33.5823	52.0574	32.98	49.6306	35.4609	None	
3995	2015-09-10 13:25:23.007248	1441902323.0	51.3538	33.2353	52.0574	32.778	49.2584	35.9158	None	
3996	2015-09-10 13:25:33.925139	1441902333.92	51.3538	33.2353	51.7165	32.778	49.2584	35.4609	None	
3997	2015-09-10 13:25:43.943308	1441902343.94	50.9613	32.8883	51.7165	32.778	49.2584	35.4609	None	
3998	2015-09-10 13:25:54.793417	1441902354.79	50.9613	33.2353	51.7165	32.778	49.2584	35.4609	None	
3999	2015-09-10 13:26:04.825852	1441902364.82	50.9613	32.8883	51.7165	32.576	49.2584	35.006	None	
4000	2015-09-10 13:26:15.743740	1441902375.74	50.9613	33.2353	51.3756	32.576	48.8862	35.4609	None	
4001	2015-09-10 13:26:25.773745	1441902385.77	50.1763	32.8883	51.7165	32.374	48.8862	35.4609	None	
4002	2015-09-10 13:26:36.851024	1441902396.85	50.9613	33.2353	51.7165	32.576	48.8862	35.4609	None	
4003	2015-09-10 13:26:46.903798	1441902406.9	50.5688	32.8883	51.7165	32.576	48.8862	35.006	None	
4004	2015-09-10 13:26:58.031299	1441902418.03	50.5688	32.8883	51.0347	32.576	48.514	35.006	None	
4005	2015-09-10 13:27:08.071483	1441902428.07	50.5688	32.8883	51.3756	32.576	48.514	35.006	None	
4006	2015-09-10 13:27:19.014531	1441902439.01	50.5688	32.8883	51.0347	32.576	48.514	35.006	None	
4007	2015-09-10 13:27:29.056800	1441902449.05	49.7838	32.5413	51.0347	32.374	48.514	35.006	None	
4008	2015-09-10 13:27:40.047247	1441902460.04	50.1763	32.5413	51.0347	32.576	48.514	35.006	None	
4009	2015-09-10 13:27:50.083375	1441902470.08	49.3913	32.5413	51.0347	32.374	48.1418	35.006	None	
4010	2015-09-10 13:28:01.080433	1441902481.08	49.3913	32.5413	50.6938	32.374	48.1418	35.006	None	
4011	2015-09-10 13:28:11.121970	1441902491.12	49.7838	32.5413	50.6938	32.374	48.1418	35.006	None	
4012	2015-09-10 13:28:22.073527	1441902502.07	49.7838	32.8883	50.6938	32.576	48.1418	35.4609	None	
4013	2015-09-10 13:28:32.079143	1441902512.08	49.7838	32.8883	50.6938	32.576	48.1418	35.9158	None	
4014	2015-09-10 13:28:43.141184	1441902523.14	48.9988	32.5413	50.012	32.576	48.1418	35.4609	None	
4015	2015-09-10 13:28:53.201713	1441902533.2	49.3913	32.8883	50.3529	32.576	48.1418	35.4609	None	
4016	2015-09-10 13:29:04.154756	1441902544.15	48.6063	32.1943	50.3529	32.172	48.1418	35.4609	None	
4017	2015-09-10 13:29:14.203358	1441902554.2	49.3913	32.5413	50.012	32.374	47.7696	35.4609	None	
4018	2015-09-10 13:29:25.139751	1441902565.14	49.3913	32.1943	50.012	32.374	47.7696	35.4609	None	
4019	2015-09-10 13:29:35.195669	1441902575.19	48.6063	32.1943	50.012	32.172	47.7696	35.4609	None	
4020	2015-09-10 13:29:46.147316	1441902586.14	48.6063	31.8473	50.012	32.172	47.7696	35.4609	None	
4021	2015-09-10 13:29:56.166598	1441902596.16	48.2138	32.5413	50.012	32.374	47.3974	35.9158	None	
4022	2015-09-10 13:30:07.127180	1441902607.12	49.3913	32.5413	50.012	32.374	47.3974	35.9158	None	
4023	2015-09-10 13:30:17.156530	1441902617.15	48.6063	32.1943	49.6711	32.172	47.3974	35.4609	None	
4024	2015-09-10 13:30:28.132164	1441902628.13	48.9988	32.5413	49.3302	32.374	47.3974	35.4609	None	
4025	2015-09-10 13:30:38.204236	1441902638.2	48.9988	32.5413	49.3302	32.374	47.3974	35.4609	None	
4026	2015-09-10 13:30:49.138635	1441902649.14	48.6063	32.1943	49.3302	32.172	47.3974	35.4609	None	
4027	2015-09-10 13:30:59.170442	1441902659.17	48.6063	32.5413	49.3302	32.374	47.0252	35.4609	None	
4028	2015-09-10 13:31:10.118713	1441902670.12	48.6063	32.5413	49.3302	32.172	47.0252	35.4609	None	
4029	2015-09-10 13:31:20.189580	1441902680.19	48.6063	32.1943	49.3302	32.172	47.0252	35.006	None	
4030	2015-09-10 13:31:31.116189	1441902691.11	47.8213	31.8473	48.9893	31.97	47.0252	35.4609	None	
4031	2015-09-10 13:31:41.191245	1441902701.19	47.8213	32.1943	49.3302	31.768	46.653	35.006	None	
4032	2015-09-10 13:31:52.087358	1441902712.08	47.8213	31.8473	48.9893	31.97	47.0252	35.006	None	
4033	2015-09-10 13:32:02.143053	1441902722.14	47.8213	31.8473	48.6484	31.97	47.0252	35.006	None	
4034	2015-09-10 13:32:13.074733	1441902733.07	47.4288	32.1943	48.6484	31.97	46.653	35.4609	None	
4035	2015-09-10 13:32:23.123106	1441902743.12	47.4288	32.5413	48.3075	31.97	46.653	35.4609	None	
4036	2015-09-10 13:32:34.026561	1441902754.02	48.2138	32.1943	48.6484	31.97	46.653	35.006	None	
4037	2015-09-10 13:32:44.084554	1441902764.08	48.2138	32.1943	48.3075	31.97	46.2808	35.006	None	
4038	2015-09-10 13:32:55.117833	1441902775.11	48.2138	32.1943	48.3075	31.97	46.2808	35.006	None	
4039	2015-09-10 13:33:05.171064	1441902785.17	47.0363	32.1943	48.3075	31.97	46.2808	35.006	None	
4040	2015-09-10 13:33:16.092736	1441902796.09	47.8213	31.8473	48.3075	31.97	46.2808	34.5511	None	
4041	2015-09-10 13:33:26.198614	1441902806.19	47.4288	31.8473	48.3075	31.768	46.2808	35.006	None	
4042	2015-09-10 13:33:37.178439	1441902817.17	47.8213	32.1943	48.3075	31.97	45.9086	35.006	None	
4043	2015-09-10 13:33:47.287947	1441902827.28	47.8213	31.8473	47.9666	31.97	45.9086	34.5511	None	
4044	2015-09-10 13:33:58.268524	1441902838.26	47.0363	32.1943	47.9666	31.768	45.9086	35.006	None	
4045	2015-09-10 13:34:08.367819	1441902848.36	47.8213	32.1943	47.9666	31.97	45.9086	34.5511	None	
4046	2015-09-10 13:34:19.413959	1441902859.41	47.4288	31.8473	47.6257	31.768	45.9086	34.5511	None	
4047	2015-09-10 13:34:29.491765	1441902869.49	47.0363	32.1943	47.6257	31.768	45.9086	35.006	None	
4048	2015-09-10 13:34:40.418827	1441902880.41	47.4288	31.8473	47.6257	31.768	45.5364	34.5511	None	
4049	2015-09-10 13:34:50.524137	1441902890.52	47.4288	32.1943	47.2848	31.768	45.5364	34.5511	None	
4050	2015-09-10 13:35:01.428611	1441902901.42	46.6438	31.8473	47.6257	31.566	45.5364	34.0962	None	
4051	2015-09-10 13:35:11.534771	1441902911.53	47.0363	31.8473	47.6257	31.566	45.5364	34.0962	None	
4052	2015-09-10 13:35:22.417071	1441902922.41	47.0363	32.1943	47.6257	31.566	45.5364	34.5511	None	
4053	2015-09-10 13:35:32.527532	1441902932.52	47.0363	32.1943	47.6257	31.566	45.1642	34.5511	None	
4054	2015-09-10 13:35:43.363329	1441902943.36	46.6438	31.5003	47.6257	31.364	45.5364	34.0962	None	
4055	2015-09-10 13:35:53.443153	1441902953.44	46.2513	31.8473	47.2848	31.566	45.5364	34.5511	None	
4056	2015-09-10 13:36:04.504901	1441902964.5	46.6438	31.5003	47.6257	31.364	45.1642	34.5511	None	
4057	2015-09-10 13:36:14.785369	1441902974.78	46.2513	31.5003	47.2848	31.566	45.1642	34.5511	None	
4058	2015-09-10 13:36:25.657676	1441902985.65	46.6438	31.5003	47.2848	31.566	45.1642	34.0962	None	
4059	2015-09-10 13:36:35.754879	1441902995.75	46.6438	31.5003	47.2848	31.364	44.792	34.0962	None	
4060	2015-09-10 13:36:46.596266	1441903006.59	46.6438	31.5003	46.9439	31.566	45.1642	34.0962	None	
4061	2015-09-10 13:36:56.717585	1441903016.71	46.6438	31.5003	46.9439	31.566	44.792	34.0962	None	
4062	2015-09-10 13:37:07.589223	1441903027.59	45.8588	31.5003	46.9439	31.162	44.792	34.0962	None	
4063	2015-09-10 13:37:17.727244	1441903037.72	45.8588	31.1533	46.603	31.162	44.792	34.5511	None	
4064	2015-09-10 13:37:28.492411	1441903048.49	45.8588	31.1533	46.603	31.162	44.792	34.0962	None	
4065	2015-09-10 13:37:38.628181	1441903058.62	46.2513	31.1533	46.603	31.364	44.792	34.0962	None	
4066	2015-09-10 13:37:49.419836	1441903069.42	45.8588	30.8063	46.2621	31.162	44.792	34.0962	None	
4067	2015-09-10 13:37:59.556009	1441903079.55	46.2513	31.8473	46.2621	31.364	44.4198	34.0962	None	
4068	2015-09-10 13:38:10.411700	1441903090.41	45.8588	31.5003	46.603	30.96	44.4198	34.0962	None	
4069	2015-09-10 13:38:20.546815	1441903100.54	45.4663	31.5003	46.2621	31.162	44.4198	34.0962	None	
4070	2015-09-10 13:38:31.387700	1441903111.38	45.4663	31.1533	46.603	30.96	44.4198	34.0962	None	
4071	2015-09-10 13:38:41.514021	1441903121.51	45.4663	31.8473	46.2621	31.162	44.4198	34.0962	None	
4072	2015-09-10 13:38:52.269672	1441903132.27	46.2513	31.5003	46.603	31.162	44.0476	34.0962	None	
