Arquivo gerado automaticamente - Dados do forno - LAFAC USP 
 
 
chave 	 Data e horario completo  	t_0 		s1 	s2 	s3 	s4 	s5 	s6	experimento
4365	2015-09-10 14:30:27.347711	1441906227.34	35.2613	28.3773	34.6715	27.93	33.9982	30.9119	None	
4366	2015-09-10 14:30:38.059550	1441906238.06	34.8688	28.0303	34.3306	27.93	33.9982	30.9119	None	
4367	2015-09-10 14:30:48.328651	1441906248.33	34.4763	28.7243	34.3306	27.93	33.9982	31.3668	None	
4368	2015-09-10 14:30:59.191389	1441906259.19	35.2613	28.3773	34.6715	27.93	33.9982	30.9119	None	
4369	2015-09-10 14:31:09.447594	1441906269.44	34.8688	28.3773	34.6715	27.728	33.626	30.9119	None	
4370	2015-09-10 14:31:20.205359	1441906280.2	34.8688	28.3773	34.3306	27.93	33.9982	30.9119	None	
4371	2015-09-10 14:31:30.556730	1441906290.55	34.4763	28.3773	34.6715	27.728	33.626	30.9119	None	
4372	2015-09-10 14:31:41.384738	1441906301.38	34.8688	28.3773	34.6715	27.93	33.626	30.9119	None	
4373	2015-09-10 14:31:51.748318	1441906311.74	34.4763	28.3773	34.6715	27.526	33.626	30.9119	None	
4374	2015-09-10 14:32:02.399312	1441906322.4	34.4763	28.3773	34.3306	27.93	33.626	31.3668	None	
4375	2015-09-10 14:32:12.691916	1441906332.69	35.2613	28.7243	34.3306	27.93	33.626	30.9119	None	
4376	2015-09-10 14:32:23.407713	1441906343.4	35.2613	28.7243	34.6715	27.93	33.626	30.9119	None	
4377	2015-09-10 14:32:33.767528	1441906353.76	34.8688	28.3773	34.3306	27.728	33.626	30.457	None	
4378	2015-09-10 14:32:44.382350	1441906364.38	34.4763	28.3773	34.6715	27.526	33.626	30.9119	None	
4379	2015-09-10 14:32:54.724333	1441906374.72	34.4763	28.3773	34.3306	27.728	33.626	30.9119	None	
4380	2015-09-10 14:33:05.452934	1441906385.45	34.4763	28.3773	34.6715	27.526	33.2538	30.9119	None	
4381	2015-09-10 14:33:15.846438	1441906395.84	34.8688	28.3773	34.3306	27.526	33.626	30.9119	None	
4382	2015-09-10 14:33:26.623036	1441906406.62	34.8688	28.3773	34.3306	27.728	33.626	30.457	None	
4383	2015-09-10 14:33:37.010214	1441906417.01	34.8688	28.3773	34.3306	27.728	33.626	30.457	None	
4384	2015-09-10 14:33:47.696640	1441906427.69	34.8688	28.3773	34.6715	27.728	33.2538	30.457	None	
4385	2015-09-10 14:33:58.073550	1441906438.07	34.4763	28.3773	34.3306	27.526	33.2538	30.9119	None	
4386	2015-09-10 14:34:08.863031	1441906448.86	35.2613	28.7243	34.3306	27.728	33.2538	30.9119	None	
4387	2015-09-10 14:34:18.841506	1441906458.84	34.4763	28.7243	34.3306	27.728	33.2538	30.9119	None	
4388	2015-09-10 14:34:29.914043	1441906469.91	34.8688	28.7243	34.3306	27.728	33.2538	30.457	None	
4389	2015-09-10 14:34:40.313617	1441906480.31	34.8688	28.7243	34.3306	27.728	33.2538	30.457	None	
4390	2015-09-10 14:34:50.878248	1441906490.87	34.8688	28.7243	33.9897	27.728	33.2538	30.457	None	
4391	2015-09-10 14:35:01.220828	1441906501.22	34.8688	28.7243	33.9897	27.728	33.2538	30.457	None	
4392	2015-09-10 14:35:11.878470	1441906511.87	34.4763	28.3773	34.3306	27.526	33.2538	30.457	None	
4393	2015-09-10 14:35:22.194219	1441906522.19	34.4763	28.3773	34.3306	27.526	33.2538	30.457	None	
4394	2015-09-10 14:35:33.126441	1441906533.12	34.4763	28.0303	33.9897	27.728	33.626	30.457	None	
4395	2015-09-10 14:35:43.019227	1441906543.02	34.4763	28.3773	33.9897	27.728	33.2538	30.457	None	
4396	2015-09-10 14:35:54.079779	1441906554.08	34.4763	28.0303	33.9897	27.728	33.2538	30.457	None	
4397	2015-09-10 14:36:04.440752	1441906564.44	34.4763	28.7243	33.9897	27.728	33.2538	30.9119	None	
4398	2015-09-10 14:36:15.088444	1441906575.08	34.4763	28.3773	33.9897	27.728	33.2538	30.457	None	
4399	2015-09-10 14:36:25.544291	1441906585.54	34.4763	28.0303	33.9897	27.526	33.2538	30.457	None	
4400	2015-09-10 14:36:36.274616	1441906596.27	34.0838	28.0303	33.9897	27.526	33.2538	30.457	None	
4401	2015-09-10 14:36:46.282595	1441906606.28	34.0838	28.7243	33.9897	27.728	32.8816	30.9119	None	
4402	2015-09-10 14:36:57.209236	1441906617.21	34.4763	28.3773	33.9897	27.526	33.2538	30.457	None	
4403	2015-09-10 14:37:07.590734	1441906627.59	34.0838	28.0303	33.6488	27.526	33.2538	30.457	None	
4404	2015-09-10 14:37:18.408092	1441906638.4	34.4763	28.3773	33.9897	27.728	32.8816	30.457	None	
4405	2015-09-10 14:37:28.352084	1441906648.35	34.8688	28.3773	33.9897	27.728	32.8816	30.457	None	
4406	2015-09-10 14:37:39.511490	1441906659.51	34.0838	28.0303	33.9897	27.324	32.8816	30.457	None	
4407	2015-09-10 14:37:49.504930	1441906669.5	34.0838	28.0303	33.6488	27.526	33.2538	30.457	None	
4408	2015-09-10 14:38:00.427419	1441906680.42	33.6913	28.3773	33.6488	27.728	32.8816	30.457	None	
4409	2015-09-10 14:38:10.782268	1441906690.78	34.0838	28.0303	33.6488	27.526	33.2538	30.457	None	
4410	2015-09-10 14:38:21.515489	1441906701.51	34.0838	28.7243	33.6488	27.526	32.8816	30.9119	None	
4411	2015-09-10 14:38:31.451471	1441906711.45	34.0838	28.3773	33.6488	27.526	32.8816	30.9119	None	
4412	2015-09-10 14:38:42.508221	1441906722.5	34.4763	28.3773	33.6488	27.526	32.8816	30.9119	None	
4413	2015-09-10 14:38:52.537079	1441906732.53	34.4763	28.0303	33.6488	27.526	32.8816	30.457	None	
4414	2015-09-10 14:39:03.606891	1441906743.6	34.4763	28.3773	33.6488	27.526	32.8816	30.9119	None	
4415	2015-09-10 14:39:13.601326	1441906753.6	33.6913	28.0303	33.6488	27.324	32.8816	30.457	None	
4416	2015-09-10 14:39:24.609064	1441906764.61	33.6913	28.3773	33.3079	27.526	32.8816	30.457	None	
4417	2015-09-10 14:39:34.629390	1441906774.63	34.4763	28.3773	33.6488	27.526	32.8816	30.457	None	
4418	2015-09-10 14:39:45.624688	1441906785.62	33.6913	28.3773	33.3079	27.526	32.8816	30.9119	None	
4419	2015-09-10 14:39:55.676754	1441906795.67	34.4763	28.3773	33.3079	27.526	32.8816	30.457	None	
4420	2015-09-10 14:40:06.513437	1441906806.51	34.0838	28.0303	33.3079	27.526	32.8816	30.457	None	
4421	2015-09-10 14:40:17.005466	1441906817.0	34.0838	28.3773	33.3079	27.526	32.5094	30.457	None	
4422	2015-09-10 14:40:36.636467	1441906836.63	35.2613	27.3363	45.9212	26.718	32.5094	32.7315	None	
4423	2015-09-10 14:40:47.347720	1441906847.35	35.6538	26.9893	54.1028	28.94	32.8816	33.1864	None	
4424	2015-09-10 14:40:57.740315	1441906857.74	35.6538	30.1123	50.3529	25.506	34.3704	30.9119	None	
4425	2015-09-10 14:41:08.413927	1441906868.41	35.2613	28.3773	52.7392	28.132	33.2538	33.6413	None	
4426	2015-09-10 14:41:18.800031	1441906878.8	35.2613	28.7243	51.0347	27.728	33.9982	32.7315	None	
4427	2015-09-10 14:41:29.440097	1441906889.44	33.2988	28.7243	56.83	34.596	34.3704	30.0021	None	
4428	2015-09-10 14:41:39.825431	1441906899.82	33.2988	31.8473	54.7846	32.778	35.8592	28.6374	None	
4429	2015-09-10 14:41:50.499159	1441906910.5	36.8313	32.1943	53.421	29.95	36.6036	32.2766	None	
4430	2015-09-10 14:42:00.890547	1441906920.89	34.8688	32.1943	56.4891	33.99	38.0924	29.5472	None	
4431	2015-09-10 14:42:11.497792	1441906931.5	36.4388	30.4593	61.6026	37.828	38.4646	30.9119	None	
4432	2015-09-10 14:42:21.890076	1441906941.89	38.0088	31.5003	61.9435	37.828	41.07	30.457	None	
4433	2015-09-10 14:42:32.474964	1441906952.47	42.3263	33.2353	60.239	34.596	42.931	34.0962	None	
4434	2015-09-10 14:42:42.872377	1441906962.87	44.6813	31.5003	66.0343	38.434	44.792	35.9158	None	
4435	2015-09-10 14:42:53.466540	1441906973.46	47.4288	34.6233	65.0116	36.616	49.2584	34.0962	None	
4436	2015-09-10 14:43:03.861656	1441906983.86	49.7838	34.2763	68.0797	38.232	51.8638	36.3707	None	
4437	2015-09-10 14:43:14.442539	1441906994.44	50.1763	36.0113	74.5568	43.08	56.7024	33.1864	None	
4438	2015-09-10 14:43:24.833114	1441907004.83	54.4938	34.6233	78.6476	44.494	58.1912	38.1903	None	
4439	2015-09-10 14:43:35.405243	1441907015.4	56.4563	36.3583	82.3975	45.908	63.7742	35.006	None	
4440	2015-09-10 14:43:45.796883	1441907025.79	63.1288	37.0523	85.1247	45.504	66.7518	40.0099	None	
4441	2015-09-10 14:43:56.536495	1441907036.53	66.6613	38.7873	88.5337	45.504	70.846	40.9197	None	
4442	2015-09-10 14:44:17.498741	1441907057.5	72.1563	39.4813	97.738	52.776	77.9178	42.7393	None	
4443	2015-09-10 14:44:27.889598	1441907067.89	79.6138	43.6453	101.4879	53.584	82.012	44.104	None	
4444	2015-09-10 14:44:38.586176	1441907078.58	84.3238	46.4213	103.1924	50.756	87.9672	44.104	None	
4445	2015-09-10 14:44:48.980746	1441907088.98	86.2863	47.4623	110.0104	55.604	93.178	42.7393	None	
4446	2015-09-10 14:44:59.681746	1441907099.68	94.1363	51.9733	114.1012	55.604	98.0166	44.5589	None	
4447	2015-09-10 14:45:20.744937	1441907120.74	103.5563	51.2793	123.3055	58.23	108.066	47.7432	None	
4448	2015-09-10 14:45:41.748565	1441907141.75	110.2288	47.8093	136.6006	66.31	114.0212	52.2922	None	
4449	2015-09-10 14:45:52.142785	1441907152.14	114.9388	51.2793	139.3278	66.108	119.9764	51.3824	None	
4450	2015-09-10 14:46:02.738563	1441907162.74	122.7888	51.6263	142.3959	64.492	124.815	56.3863	None	
4451	2015-09-10 14:46:23.711898	1441907183.71	128.6763	50.5853	155.0092	71.966	133.7478	58.2059	None	
4452	2015-09-10 14:46:34.105746	1441907194.1	132.9938	52.6673	158.7591	74.188	137.842	60.0255	None	
4453	2015-09-10 14:46:44.669042	1441907204.67	139.6663	57.5253	158.7591	70.552	143.7972	61.3902	None	
4454	2015-09-10 14:47:05.722284	1441907225.72	148.3013	57.8723	170.6906	77.016	151.9856	64.1196	None	
4455	2015-09-10 14:47:26.780558	1441907246.78	153.7963	57.5253	178.8722	81.46	159.4296	67.3039	None	
4456	2015-09-10 14:47:37.175159	1441907257.17	161.2538	60.6483	182.2812	81.056	164.6404	69.5784	None	
4457	2015-09-10 14:47:47.782059	1441907267.78	165.1788	64.8123	183.3039	80.046	172.0844	67.3039	None	
4458	2015-09-10 14:47:58.177146	1441907278.17	165.9638	62.3833	187.3947	83.682	175.8064	68.2137	None	
4459	2015-09-10 14:48:08.893461	1441907288.89	171.4588	60.6483	194.2127	86.914	177.6674	74.5823	None	
4460	2015-09-10 14:48:19.101645	1441907299.1	175.3838	61.6893	198.3035	88.328	180.2728	76.4019	None	
4461	2015-09-10 14:48:29.864772	1441907309.85	176.9538	65.8533	199.6671	88.934	186.6002	73.2176	None	
4462	2015-09-10 14:48:39.836926	1441907319.83	180.4863	65.1593	204.0988	93.58	188.4612	76.8568	None	
4463	2015-09-10 14:48:50.886107	1441907330.88	184.0188	66.2003	207.5078	94.994	192.1832	77.7666	None	
4464	2015-09-10 14:49:11.869674	1441907351.87	192.2613	69.3233	213.644	98.024	200.3716	79.1313	None	
4465	2015-09-10 14:49:22.264804	1441907362.26	196.1863	67.9353	216.7121	102.468	201.4882	85.045	None	
4466	2015-09-10 14:49:32.933380	1441907372.93	199.3263	69.3233	219.0984	104.084	203.7214	85.4999	None	
4467	2015-09-10 14:49:53.975835	1441907393.97	205.6063	72.4463	222.8483	104.69	209.6766	87.7744	None	
4468	2015-09-10 14:50:14.927980	1441907414.92	207.9613	74.1813	228.9845	106.912	217.4928	84.5901	None	
4469	2015-09-10 14:50:35.936980	1441907435.93	213.8488	75.2223	230.689	107.114	222.7036	85.4999	None	
4470	2015-09-10 14:50:56.987707	1441907456.98	221.3063	74.5283	238.5297	114.184	226.7978	93.6881	None	
4471	2015-09-10 14:51:18.058824	1441907478.06	224.8388	71.7523	243.6432	116.204	230.1476	97.3273	None	
4472	2015-09-10 14:51:28.287442	1441907488.28	225.6238	72.4463	246.3704	117.012	233.4974	97.3273	None	
4473	2015-09-10 14:51:39.047634	1441907499.04	230.7263	77.9983	243.9841	111.558	239.0804	95.0528	None	
4474	2015-09-10 14:52:00.034533	1441907520.03	232.2963	74.1813	251.8248	119.84	239.0804	100.0567	None	
4475	2015-09-10 14:52:21.037027	1441907541.03	234.6513	80.4273	253.1884	117.214	246.5244	95.9626	None	
4476	2015-09-10 14:52:42.039823	1441907562.04	238.9688	79.7333	258.6428	121.658	249.8742	99.6018	None	
4477	2015-09-10 14:53:03.190926	1441907583.19	246.0338	76.9573	264.0972	125.496	252.4796	105.5155	None	
4478	2015-09-10 14:53:24.170556	1441907604.17	247.6038	78.3453	265.8017	126.91	253.224	104.1508	None	
4479	2015-09-10 14:53:45.128079	1441907625.12	249.9588	79.7333	267.8471	128.728	255.085	102.7861	None	
4480	2015-09-10 14:54:06.098928	1441907646.1	252.7063	82.8563	267.5062	125.496	260.668	104.6057	None	
4481	2015-09-10 14:54:27.087308	1441907667.08	256.2388	81.8153	267.1653	128.122	264.7622	109.6096	None	
4482	2015-09-10 14:54:37.062637	1441907677.06	256.2388	86.3263	267.8471	126.91	264.7622	106.8802	None	
4483	2015-09-10 14:54:48.139934	1441907688.14	258.2013	85.2853	265.8017	128.526	266.251	105.9704	None	
4484	2015-09-10 14:55:09.176200	1441907709.16	260.9488	85.9793	262.0518	129.334	270.3452	104.6057	None	
4485	2015-09-10 14:55:19.149876	1441907719.15	263.6963	84.2443	258.9837	134.384	269.973	108.2449	None	
4486	2015-09-10 14:55:30.127893	1441907730.12	265.2663	80.7743	256.9383	135.192	271.0896	111.4292	None	
4487	2015-09-10 14:55:51.128388	1441907751.12	267.2288	86.6733	257.2792	131.758	275.556	107.79	None	
4488	2015-09-10 14:56:12.089439	1441907772.09	270.7613	86.6733	253.5293	137.212	276.6726	110.0645	None	
4489	2015-09-10 14:56:22.074448	1441907782.07	271.5463	90.4903	255.5747	130.344	279.278	111.8841	None	
4490	2015-09-10 14:56:33.049128	1441907793.05	273.1163	90.4903	254.8929	132.162	278.9058	111.4292	None	
4491	2015-09-10 14:56:43.034001	1441907803.03	273.9013	85.6323	252.1657	138.828	278.5336	116.888	None	
4492	2015-09-10 14:56:54.118195	1441907814.11	275.0788	90.4903	252.5066	137.01	281.139	111.8841	None	
4493	2015-09-10 14:57:04.097070	1441907824.09	276.2563	91.5313	251.4839	139.434	281.5112	113.7037	None	
4494	2015-09-10 14:57:15.074066	1441907835.07	278.6113	94.6543	252.5066	134.182	284.1166	114.1586	None	
4495	2015-09-10 14:57:25.069004	1441907845.06	280.5738	90.4903	250.1203	139.636	281.5112	114.6135	None	
4496	2015-09-10 14:57:36.071803	1441907856.07	281.3588	93.2663	251.8248	134.788	284.4888	115.5233	None	
4497	2015-09-10 14:57:46.058728	1441907866.05	278.6113	94.6543	251.143	139.838	283.3722	113.7037	None	
4498	2015-09-10 14:57:57.026656	1441907877.02	282.9288	94.6543	253.8702	135.394	281.5112	114.6135	None	
4499	2015-09-10 14:58:18.002374	1441907898.0	285.2838	95.3483	250.4612	143.07	284.1166	115.0684	None	
4500	2015-09-10 14:58:27.990182	1441907907.99	283.7138	92.2253	249.4385	144.686	284.1166	121.437	None	
4501	2015-09-10 14:58:39.021928	1441907919.02	280.5738	96.0423	249.7794	142.464	288.2108	121.8919	None	
4502	2015-09-10 14:58:49.021624	1441907929.02	284.4988	92.9193	248.0749	147.716	285.9776	126.4409	None	
4503	2015-09-10 14:59:00.012089	1441907940.01	284.1063	99.5123	249.4385	143.07	289.3274	130.535	None	
4504	2015-09-10 14:59:10.001315	1441907950.0	283.7138	97.4303	247.0522	148.322	288.583	126.8958	None	
4505	2015-09-10 14:59:21.147639	1441907961.14	282.5363	97.7773	247.3931	143.272	290.444	131.4448	None	
4506	2015-09-10 14:59:42.113621	1441907982.11	287.6388	96.0423	246.3704	150.544	290.8162	132.8095	None	
4507	2015-09-10 14:59:52.093161	1441907992.09	287.2463	100.5533	247.3931	143.474	291.9328	138.7232	None	
4508	2015-09-10 15:00:03.150801	1441908003.15	288.8163	96.7363	245.6886	147.918	291.9328	143.7271	None	
4509	2015-09-10 15:00:13.132793	1441908013.13	288.4238	99.8593	246.3704	143.676	291.9328	130.9899	None	
4510	2015-09-10 15:00:24.170175	1441908024.17	289.9938	96.7363	245.0068	148.12	291.1884	133.2644	None	
4511	2015-09-10 15:00:34.166788	1441908034.16	286.8538	101.9413	245.6886	144.686	291.5606	128.2605	None	
4512	2015-09-10 15:00:45.208949	1441908045.2	288.4238	102.2883	245.3477	145.292	291.9328	135.9938	None	
4513	2015-09-10 15:00:55.189076	1441908055.18	290.3863	104.0233	246.3704	142.262	291.9328	131.4448	None	
4514	2015-09-10 15:01:06.304528	1441908066.3	291.1713	102.6353	245.0068	149.332	291.9328	126.8958	None	
4515	2015-09-10 15:01:16.295413	1441908076.29	294.3113	103.6763	244.6659	147.918	292.305	129.1703	None	
4516	2015-09-10 15:01:27.344905	1441908087.34	293.1338	109.5753	245.6886	144.484	291.5606	126.4409	None	
4517	2015-09-10 15:01:37.328162	1441908097.32	291.9563	105.0643	244.6659	149.938	291.9328	127.3507	None	
4518	2015-09-10 15:01:48.481118	1441908108.48	293.9188	105.7583	244.6659	150.342	291.9328	127.8056	None	
4519	2015-09-10 15:01:58.463708	1441908118.46	294.3113	103.6763	244.325	151.554	291.9328	134.1742	None	
4520	2015-09-10 15:02:09.575913	1441908129.57	295.8813	110.2693	245.0068	148.322	291.9328	129.1703	None	
4521	2015-09-10 15:02:19.568286	1441908139.56	297.0588	106.4523	244.325	153.17	291.9328	130.9899	None	
4522	2015-09-10 15:02:30.653464	1441908150.65	298.2363	113.3923	245.3477	146.1	290.8162	128.2605	None	
4523	2015-09-10 15:02:51.773088	1441908171.77	297.4513	110.2693	244.325	150.342	290.8162	127.8056	None	
4524	2015-09-10 15:03:01.761554	1441908181.76	299.8063	106.1053	243.6432	152.766	291.9328	130.9899	None	
4525	2015-09-10 15:03:12.877515	1441908192.87	297.8438	106.1053	243.9841	153.372	291.9328	126.4409	None	
4526	2015-09-10 15:03:22.874164	1441908202.87	300.5913	111.3103	244.6659	146.908	288.583	127.8056	None	
4527	2015-09-10 15:03:33.951197	1441908213.95	299.8063	109.2283	244.6659	147.312	287.0942	130.535	None	
4528	2015-09-10 15:03:43.950605	1441908223.95	301.7688	108.1873	243.3023	153.372	290.8162	124.1664	None	
4529	2015-09-10 15:03:54.940000	1441908234.94	302.1613	104.3703	243.6432	154.18	290.8162	123.7115	None	
4530	2015-09-10 15:04:04.929965	1441908244.93	301.7688	104.7173	243.3023	151.958	288.9552	123.7115	None	
4531	2015-09-10 15:04:15.952393	1441908255.95	304.1238	105.0643	243.6432	151.15	289.3274	120.9821	None	
4532	2015-09-10 15:04:25.943874	1441908265.94	302.9463	106.1053	244.325	147.11	287.0942	123.7115	None	
4533	2015-09-10 15:04:36.977358	1441908276.97	302.5538	106.4523	243.3023	153.978	285.2332	122.3468	None	
4534	2015-09-10 15:04:46.984166	1441908286.98	303.3388	103.3293	243.3023	154.584	286.722	126.8958	None	
4535	2015-09-10 15:04:57.964118	1441908297.96	303.7313	106.4523	242.9614	152.564	283.7444	121.8919	None	
4536	2015-09-10 15:05:07.958141	1441908307.95	304.1238	105.7583	242.9614	154.988	284.861	121.437	None	
4537	2015-09-10 15:05:18.964692	1441908318.96	304.5163	106.1053	242.9614	151.958	286.722	123.2566	None	
4538	2015-09-10 15:05:28.965471	1441908328.96	303.7313	109.2283	243.3023	150.746	284.1166	117.7978	None	
4539	2015-09-10 15:05:40.071922	1441908340.07	304.1238	105.4113	242.6205	151.554	281.8834	121.437	None	
4540	2015-09-10 15:05:50.063520	1441908350.06	304.5163	109.5753	242.9614	148.12	281.5112	116.4331	None	
4541	2015-09-10 15:06:01.120227	1441908361.12	304.9088	105.4113	242.6205	152.564	285.2332	118.2527	None	
4542	2015-09-10 15:06:11.116668	1441908371.11	303.7313	110.6163	243.3023	148.322	280.7668	120.5272	None	
4543	2015-09-10 15:06:22.212491	1441908382.21	304.9088	108.8813	242.6205	153.978	278.5336	120.9821	None	
4544	2015-09-10 15:06:32.209296	1441908392.2	304.5163	108.5343	242.6205	150.544	280.3946	124.1664	None	
4545	2015-09-10 15:06:43.259736	1441908403.26	303.3388	110.2693	243.3023	151.554	282.6278	121.437	None	
4546	2015-09-10 15:06:53.257165	1441908413.25	302.9463	105.0643	242.2796	157.614	284.861	125.5311	None	
4547	2015-09-10 15:07:04.286446	1441908424.28	304.5163	110.6163	242.6205	151.756	280.7668	122.8017	None	
4548	2015-09-10 15:07:14.290066	1441908434.29	304.1238	111.3103	242.6205	152.564	280.3946	119.6174	None	
4549	2015-09-10 15:07:25.379383	1441908445.37	301.3763	110.2693	243.3023	150.746	283.3722	124.1664	None	
4550	2015-09-10 15:07:35.386191	1441908455.38	303.7313	110.9633	242.2796	156.806	281.5112	120.5272	None	
4551	2015-09-10 15:07:46.401678	1441908466.4	301.3763	113.0453	242.9614	151.15	280.0224	124.1664	None	
4552	2015-09-10 15:07:56.411715	1441908476.41	300.5913	115.8213	242.6205	151.352	279.278	120.0723	None	
4553	2015-09-10 15:08:07.508023	1441908487.5	302.9463	112.6983	242.2796	158.018	279.278	119.6174	None	
4554	2015-09-10 15:08:17.510860	1441908497.51	301.7688	114.0863	242.6205	153.978	278.1614	129.6252	None	
4555	2015-09-10 15:08:28.606458	1441908508.6	302.5538	112.0043	242.2796	158.624	277.7892	129.6252	None	
4556	2015-09-10 15:08:38.612780	1441908518.61	301.7688	111.6573	242.2796	157.614	280.3946	128.7154	None	
4557	2015-09-10 15:08:49.691367	1441908529.69	301.7688	113.7393	242.2796	155.796	280.7668	129.6252	None	
4558	2015-09-10 15:08:59.700079	1441908539.7	302.9463	114.7803	242.9614	152.766	278.1614	130.535	None	
4559	2015-09-10 15:09:10.796570	1441908550.79	302.5538	111.6573	242.2796	155.392	278.1614	135.084	None	
4560	2015-09-10 15:09:20.819545	1441908560.81	302.9463	113.3923	242.2796	156.402	277.0448	126.4409	None	
4561	2015-09-10 15:09:31.933873	1441908571.93	299.8063	109.5753	241.9387	159.23	280.3946	129.1703	None	
4562	2015-09-10 15:09:41.945889	1441908581.94	298.2363	114.0863	242.6205	155.594	279.278	127.3507	None	
4563	2015-09-10 15:09:53.217452	1441908593.21	298.2363	113.3923	242.2796	155.19	276.6726	131.8997	None	
4564	2015-09-10 15:10:03.229142	1441908603.22	298.2363	113.0453	242.2796	158.22	277.7892	128.7154	None	
4565	2015-09-10 15:10:14.243593	1441908614.24	298.2363	112.3513	241.9387	156.806	281.139	130.9899	None	
4566	2015-09-10 15:10:24.269112	1441908624.26	297.8438	115.4743	242.6205	153.776	279.278	127.8056	None	
4567	2015-09-10 15:10:35.362117	1441908635.36	299.4138	114.4333	242.2796	156.604	277.7892	135.5389	None	
4568	2015-09-10 15:10:45.380371	1441908645.37	299.8063	112.0043	241.9387	160.644	277.7892	146.0016	None	
4569	2015-09-10 15:10:56.451016	1441908656.45	299.8063	118.5973	242.6205	154.382	275.9282	135.9938	None	
4570	2015-09-10 15:11:06.467435	1441908666.46	300.5913	115.8213	241.9387	159.23	277.0448	129.6252	None	
4571	2015-09-10 15:11:17.452078	1441908677.45	297.0588	115.4743	242.2796	157.816	279.6502	130.9899	None	
4572	2015-09-10 15:11:27.466455	1441908687.46	295.4888	119.2913	242.6205	155.594	278.9058	127.8056	None	
4573	2015-09-10 15:11:38.498061	1441908698.49	295.8813	117.9033	242.6205	158.624	280.0224	125.5311	None	
4574	2015-09-10 15:11:48.516480	1441908708.51	296.6663	112.6983	242.2796	162.058	278.9058	133.7193	None	
4575	2015-09-10 15:11:59.527554	1441908719.52	297.0588	110.2693	241.9387	161.25	278.5336	133.2644	None	
4576	2015-09-10 15:12:09.539265	1441908729.53	294.3113	114.7803	242.2796	154.584	276.6726	129.1703	None	
4577	2015-09-10 15:12:20.639975	1441908740.63	296.2738	111.3103	241.9387	161.856	278.5336	130.535	None	
4578	2015-09-10 15:12:30.725681	1441908750.72	295.8813	114.7803	242.2796	155.594	276.3004	128.7154	None	
4579	2015-09-10 15:12:41.674907	1441908761.67	295.4888	115.4743	241.9387	156.604	276.6726	125.5311	None	
4580	2015-09-10 15:12:51.692728	1441908771.69	295.8813	111.3103	241.9387	162.26	277.0448	127.3507	None	
4581	2015-09-10 15:13:02.667269	1441908782.66	297.0588	113.0453	241.9387	155.19	276.6726	125.986	None	
4582	2015-09-10 15:13:12.694594	1441908792.69	296.6663	114.7803	241.5978	160.644	277.417	124.1664	None	
4583	2015-09-10 15:13:23.686788	1441908803.68	295.0963	113.7393	241.5978	159.23	277.0448	128.7154	None	
4584	2015-09-10 15:13:33.704567	1441908813.7	295.4888	110.9633	241.9387	158.624	278.1614	128.2605	None	
4585	2015-09-10 15:13:44.684587	1441908824.68	296.6663	114.4333	242.2796	153.776	278.1614	125.986	None	
4586	2015-09-10 15:13:54.705680	1441908834.7	295.8813	113.3923	241.9387	161.452	278.5336	125.986	None	
4587	2015-09-10 15:14:05.729992	1441908845.72	296.6663	116.1683	241.9387	157.614	277.417	123.7115	None	
4588	2015-09-10 15:14:15.748491	1441908855.74	297.4513	113.0453	241.5978	162.664	278.9058	125.986	None	
4589	2015-09-10 15:14:26.735161	1441908866.73	297.0588	119.6383	241.9387	155.998	276.6726	123.7115	None	
4590	2015-09-10 15:14:36.757826	1441908876.75	296.2738	115.1273	241.5978	162.664	278.1614	125.5311	None	
4591	2015-09-10 15:14:47.699022	1441908887.69	294.7038	116.1683	241.9387	162.664	279.278	126.8958	None	
4592	2015-09-10 15:14:57.723682	1441908897.72	295.4888	117.2093	241.5978	160.24	278.1614	130.535	None	
4593	2015-09-10 15:15:08.708069	1441908908.7	295.8813	119.9853	241.9387	162.866	277.0448	131.4448	None	
4594	2015-09-10 15:15:18.727152	1441908918.72	294.3113	119.9853	242.2796	161.452	278.5336	130.535	None	
4595	2015-09-10 15:15:29.682327	1441908929.68	293.5263	119.9853	241.9387	164.078	277.417	135.9938	None	
4596	2015-09-10 15:15:39.702907	1441908939.7	292.7413	118.9443	242.6205	164.482	278.5336	140.5428	None	
4597	2015-09-10 15:15:50.644731	1441908950.64	291.5638	116.8623	242.2796	164.28	279.278	137.8134	None	
4598	2015-09-10 15:16:00.672483	1441908960.67	290.3863	117.2093	242.9614	159.432	277.417	143.2722	None	
4599	2015-09-10 15:16:11.621694	1441908971.62	291.1713	117.2093	242.6205	163.068	277.417	142.8173	None	
4600	2015-09-10 15:16:21.658312	1441908981.65	290.3863	119.2913	243.3023	158.22	277.417	138.2683	None	
4601	2015-09-10 15:16:32.704126	1441908992.7	292.7413	117.5563	242.6205	160.038	275.556	141.4526	None	
4602	2015-09-10 15:16:42.748061	1441909002.74	294.7038	115.8213	242.2796	161.048	273.695	143.7271	None	
4603	2015-09-10 15:16:53.790473	1441909013.78	293.5263	119.2913	242.6205	158.624	274.0672	141.4526	None	
4604	2015-09-10 15:17:03.815297	1441909023.81	290.7788	121.7203	242.9614	157.008	275.556	135.9938	None	
4605	2015-09-10 15:17:14.782386	1441909034.78	290.3863	122.0673	242.6205	163.068	277.0448	139.633	None	
4606	2015-09-10 15:17:24.814454	1441909044.81	291.9563	117.9033	242.6205	164.28	277.7892	141.4526	None	
